DOI,Country Code,Institutions
10.1103/PhysRevB.110.024505,FR,Univ Grenoble Alpes
10.1103/PhysRevApplied.8.064028,"DE,US","Forschungszentrum Julich,Rhein Westfal TH Aachen,Yale Univ"
10.1038/s41567-018-0414-3,"CN,US","Tsinghua Univ,Univ Michigan,Univ Sci & Technol China,Yale Univ"
10.1063/1.3658630,"TD,US",IBM Corp
10.1016/j.crhy.2016.07.007,"FR,US","Univ Calif Berkeley,Washington Univ,CNRS,Univ Grenoble Alpes"
10.1103/PhysRevApplied.19.024043,US,"Colorado Sch Mines,Univ Chicago"
10.1038/s41534-024-00849-2,JP,"Natl Inst Adv Ind Sci & Technol,Yokohama Natl Univ,Tohoku Univ,NEC Corp Ltd"
10.1126/sciadv.aao3603,US,Rigetti Comp
10.1088/1742-5468/ab3da8,DE,Univ Regensburg
10.1007/s11128-018-2011-x,CN,"Dalian Univ Technol,Shanxi Datong Univ"
10.1103/PhysRevLett.123.150501,AU,Univ Queensland
10.1063/5.0115393,CN,Beijing Acad Quantum Informat Sci
10.1103/PhysRevA.97.022332,CN,"South China Normal Univ,South Univ Sci & Technol China,Huazhong Univ Sci & Technol,Univ Hong Kong"
10.1103/PhysRevB.88.241405,"JP,SK,CH,US","Univ Basel,Univ Calif Los Angeles,Slovak Acad Sci,RIKEN"
10.1103/PhysRevB.85.174521,"CA,JP,US","MIT,Inst Phys & Chem Res RIKEN,Univ Waterloo,Perimeter Inst Theoret Phys,NEC Corp Ltd"
10.1103/PhysRevB.97.224302,US,Univ Texas Austin
10.1103/PhysRevLett.121.157701,"FR,NL,US","Yale Univ,Delft Univ Technol,Univ Grenoble Alpes"
10.1103/PhysRevB.86.014516,US,Univ Calif Merced
10.1103/PhysRevB.82.134530,DE,"Karlsruhe Inst Technol,DFG Ctr Funct Nanostruct CFN"
10.1063/1.4821822,"JP,US","RIKEN,MIT,Tokyo Med & Dent Univ,Univ Tokyo,NEC Corp Ltd"
10.1063/1.4985435,CN,Nanjing Univ
10.1038/ncomms11417,"CA,IT,SE,US","Chalmers Univ Technol,MIT,Univ Waterloo"
10.1103/PhysRevLett.129.060501,US,IBM TJ Watson Res Ctr
10.1103/PhysRevApplied.21.054063,US,Rigetti Comp
10.1142/S0219749923500363,CN,Xuchang Univ
10.1103/PhysRevA.110.013711,CN,Xi An Jiao Tong Univ
10.1088/2058-9565/acf685,US,"Lawrence Livermore Natl Lab,Univ Calif Berkeley,Columbia Univ,Rigetti Comp"
10.1126/sciadv.abc5055,"FR,SE,US,GB","Natl Phys Lab,Sorbonne Univ,Univ Wisconsin,Google Inc,Chalmers Univ Technol,Royal Holloway Univ London"
10.1103/PhysRevA.93.063845,RU,"NL Dukhov All Russia Res Inst Automat,Natl Res Nucl Univ MEPhI,Russian Acad Sci,Moscow Inst Phys & Technol,Natl Univ Sci & Technol MISIS,Natl Res Univ"
10.1103/PhysRevLett.108.170503,"CA,JP,US","MIT,RIKEN,Univ Waterloo,Perimeter Inst Theoret Phys,NEC Corp Ltd"
10.1103/PhysRevA.82.052304,"AU,FI","Aalto Univ,Univ New S Wales"
10.1103/PhysRevLett.132.150607,"CA,IR",Nord Quant
10.3390/app12178461,CN,Nanjing Univ
10.1103/PhysRevApplied.20.064005,US,"Univ Wisconsin,Lab Phys Sci,MIT Lincoln Lab,Intel Corp,HRL Labs LLC"
10.1088/2058-9565/aa701c,"CL,SG","Natl Univ Singapore,Univ Santiago Chile USACH,CNRS UNS NUS NTU Int Joint Res Unit,Nanyang Technol Univ"
10.1103/PhysRevA.107.052603,DE,Univ Konstanz
10.1364/OE.26.004498,CN,Dalian Univ Technol
10.1007/s10948-012-1410-y,US,CUNY
10.1103/PhysRevB.105.214522,"FR,IT,US","Univ Napoli Federico II Monte S Angelo,Seeqc,CNR,Univ Roma La Sapienza,Res Ctr Enrico Fermi,CNR Ist Nazl Ott CNR INO,Abdus Salam Int Ctr Theoret Phys,Univ Napoli Federico II,Yale Univ"
10.1103/PhysRevLett.116.020501,US,"Univ Calif Santa Barbara,Google Inc,Univ Calif Riverside"
10.1088/0253-6102/56/1/24,TR,Abant Izzet Baysal Univ
10.1103/PhysRevLett.106.167002,"AU,CA,FR","CEA Saclay,Univ Sherbrooke,Univ Queensland,Univ Sydney"
10.1007/s11433-012-4913-4,CN,Tsinghua Univ
10.1209/0295-5075/96/40012,DE,"Karlsruhe Inst Technol,DFG Ctr Funct Nanostruct CFN,Inst Photon Technol"
10.1088/1674-1056/21/6/064205,CN,S China Normal Univ
10.1063/1.3698001,"CN,US","Chinese Acad Sci,Univ Kansas"
10.1103/PhysRevA.107.052610,US,"MIT,Google Quantum,NASA,USRA Res Inst Adv Comp Sci,Michigan State Univ"
10.1088/1367-2630/aab7cd,"CA,US","Northwestern Univ,Univ Sherbrooke,Univ Chicago,Princeton Univ,Canadian Inst Adv Res"
10.1103/PhysRevLett.128.110503,"CZ,DK","Tech Univ Denmark,Palacky Univ"
10.1088/1612-202X/abab13,CN,"Nanjing Univ Posts & Telecommun,Shanxi Univ,Nanjing Univ"
10.1038/s41534-016-0002-2,US,Princeton Univ
10.1103/PhysRevB.85.144503,DE,Karlsruhe Inst Technol
10.1038/s41586-023-06195-1,CN,"Univ Sci & Technol China,Peking Univ"
10.1103/PhysRevA.82.062326,"CN,JP,US","RIKEN,Univ Michigan,Hangzhou Normal Univ,Fuzhou Univ,E China Normal Univ"
10.1103/PhysRevA.98.030301,US,"Univ Wisconsin,Univ Maryland,Univ Massachusetts"
10.1103/PhysRevApplied.4.054001,"DE,GB",Univ Saarland
10.1103/PhysRevB.107.174511,DE,Univ Konstanz
10.1063/1.4926506,CN,"S China Normal Univ,Anhui Xinhua Univ"
10.1063/10.0009541,UA,"Natl Acad Sci Ukraine,Kyiv Acad Univ"
10.1063/1.4940230,"DE,RU,US,GB","Karlsruhe Inst Technol,NIST,Natl Univ Sci & Technol,Johannes Gutenberg Univ Mainz"
10.1103/PhysRevA.81.043805,AU,Univ Queensland
10.1088/1674-1056/26/2/020305,CN,Chinese Acad Sci
10.1103/PhysRevLett.110.040502,"JP,NL,US","MIT,Univ Groningen,Inst Phys & Chem Res RIKEN,Univ Tokyo,MIT Lincoln Lab"
10.1007/s11128-009-0156-3,US,Colorado Sch Mines
10.1103/PhysRevLett.113.247001,"FR,DE,US","Yale Univ,Forschungszentrum Julich,INRIA Paris Rocquencourt"
10.1088/0031-8949/2012/T147/014019,IT,"Univ Catania,CNR IMM MATIS,Univ Palermo"
10.1103/PhysRevLett.113.193601,"DE,ES,GB","Max Planck Inst Quantum Opt,CSIC,Univ Sussex,Univ Complutense"
10.1103/PhysRevLett.112.123601,US,NIST
10.1103/PhysRevB.84.014525,"JP,US","MIT,RIKEN,NEC Corp Ltd"
10.1103/PhysRevLett.111.137002,"SE,GB","Chalmers,Natl Phys Lab"
10.1103/PhysRevA.89.062119,CN,Huazhong Univ Sci & Technol
10.1038/s41928-023-00925-z,"CN,US","Southern Univ Sci & Technol,Int Quantum Acad,Hefei Natl Lab,Univ Chicago,Argonne Natl Lab"
10.1002/andp.202200511,PK,COMSATS Univ Islamabad
10.1002/andp.201400094,CN,"Chinese Acad Sci,Fudan Univ,Natl Univ Def Technol,Beijing Computat Sci Res Ctr"
10.1103/PhysRevA.99.042317,CN,Xi An Jiao Tong Univ
10.1038/ncomms2991,US,Princeton Univ
10.1038/s41534-020-0275-3,"DK,CH,US","Aarhus Univ,MIT,Swiss Fed Inst Technol,Univ Copenhagen"
10.1038/srep43768,ES,Univ Basque Country UPV EHU
10.1038/srep07755,CN,"Chinese Acad Sci,Univ Chinese Acad Sci,Tsinghua Univ,Collaborat Innovat Ctr Quantum Matter"
10.1088/1367-2630/14/2/023031,IT,"Ist Foton & Nanotecnol CNR,Univ Catania,CNR IMM MATIS,Dip Fis Univ Sapienza"
10.1140/epjqt/s40507-022-00126-1,"JP,VN","Vietnam Natl Univ,Phenikaa Univ,Vietnam Acad Sci & Technol,Tohoku Univ"
10.1088/1674-1056/abd753,CN,Southern Univ Sci & Technol
10.1038/s41534-019-0219-y,NL,Delft Univ Technol
10.1063/5.0097521,CN,Beijing Acad Quantum Informat Sci
10.1103/PhysRevLett.119.023602,JP,"Univ Tokyo,Tokyo Med & Dent Univ,RIKEN"
10.1103/PhysRevA.101.052321,US,"Univ Wisconsin Madison,Univ Maryland"
10.1103/PRXQuantum.4.020356,US,"IBM T J Watson Res Ctr,MIT IBM Watson Lab"
10.1103/PhysRevApplied.14.014099,CN,"Zhejiang Univ,Univ Sci & Technol China,Origin Quantum Comp"
10.1038/ncomms5015,US,"IBM Corp,Raytheon BBN Technol"
10.1103/PhysRevA.90.062342,CN,Xi An Jiao Tong Univ
10.1103/PhysRevLett.120.183601,"JP,QA","Natl Inst Informat & Commun Technol,Waseda Univ,Hamad Bin Khalifa Univ,NTT Corp,Tokyo Med & Dent Univ"
10.1038/s41598-018-27154-1,"CN,FI,JP,NL,RU,GB","RIKEN Ctr Emergent Matter Sci,Aalto Univ,Delft Univ Technol,Hunan Normal Univ,Moscow State Pedag Univ,Tokyo Univ Sci,Royal Holloway Univ London,Natl Phys Lab,Moscow Inst Phys & Technol"
10.1103/PhysRevLett.123.060502,CN,"Fuzhou Univ,Chinese Acad Sci,Univ Chinese Acad Sci,Univ Sci & Technol China"
10.1103/PhysRevLett.111.243602,"ES,GB","CSIC,Univ Zaragoza,Fdn ARAID,Univ Complutense Madrid,Univ Sussex"
10.1103/PhysRevA.81.034301,CN,"Natl Univ Def Technol,China Satellite Maritime Tracking & Control Dept"
10.3390/s22176580,RU,"Lobachevsky State Univ Nizhny Novgorod,Russian Quantum Ctr,Russia Natl Res Univ,Dukhov All Russia Res Inst Automat,Lomonosov Moscow State Univ,Moscow Tech Univ Commun & Informat"
10.1142/S0219749915500562,"EG,SA","Al Baha Univ,Prince Sattam Bin Abdulaziz Univ,Assiut Univ,Al Azhar Univ,Univ Sci & Technol"
10.1103/PhysRevB.91.064503,"IL,SG,ES","Natl Univ Singapore,Hebrew Univ Jerusalem,Univ Basque Country,Basque Fdn Sci,Nanyang Technol Univ"
10.1103/PhysRevLett.129.040502,CN,"Southern Univ Sci & Technol,Int Quantum Acad"
10.1103/PhysRevLett.106.130505,US,Univ Calif Santa Barbara
10.1103/PhysRevApplied.21.034031,CN,"Tsinghua Univ,Yangtze Delta Reg Ind Innovat Ctr Quantum & Inform,Beijing Acad Quantum Informat Sci,Chinese Acad Sci,Frontier Sci Ctr Quantum Informat,Hefei Natl Lab"
10.1088/1367-2630/ac60df,CN,"Xi An Jiao Tong Univ,Hubei Univ Automot Technol"
10.1063/5.0015526,US,"Informat Directorate,Air Force Acad"
10.1103/PhysRevA.86.042320,CN,Natl Univ Def Technol
10.1103/PhysRevB.104.094106,CA,"Univ Waterloo,McMaster Univ"
10.1103/PhysRevApplied.19.034071,US,"Univ Chicago,Riverlane Res Inc,Oak Ridge Natl Lab"
10.1103/PhysRevA.106.052411,"CN,SG","Tsinghua Univ,Frontier Sci Ctr Quantum Informat,Sun Yat sen Univ,Natl Univ Singapore"
10.1103/PhysRevX.9.021056,US,"NIST,Univ Colorado"
10.1088/1674-1056/ac11d7,"CN,GB","Chinese Acad Sci,Univ Chinese Acad Sci,Songshan Lake Mat Lab"
10.1103/PhysRevLett.117.110501,"CN,US","Zhejiang Univ,Univ Sci & Technol China,CAS Alibaba Quantum Comp Lab,Univ Kansas"
10.1103/PhysRevLett.124.230503,CN,"Tsinghua Univ,South China Normal Univ"
10.3390/math10234458,"EG,RO,SA","King Abdulaziz Univ,Taif Univ,Al Azhar Univ,Transilvania Univ Brasov"
10.1103/PhysRevB.84.024501,"CN,JP,US","Univ Calif Santa Barbara,Zhejiang Univ,NEC Corp Ltd"
10.1103/PhysRevLett.105.210501,"DK,ES,US","CSIC,Univ Copenhagen,Tech Univ Denmark,Natl Inst Stand & Technol,Joint Quantum Inst,Harvard Univ"
10.1103/PhysRevLett.105.173601,US,Yale Univ
10.1103/PhysRevApplied.19.034021,US,"NYU,Univ Wisconsin,Univ Maryland"
10.1103/PhysRevApplied.18.044026,US,Fermi Natl Accelerator Lab FNAL
10.1103/PhysRevLett.125.240503,CN,"Southern Univ Sci & Technol,Nanjing Univ"
10.1007/s11128-015-1169-8,CN,Fuzhou Univ
10.1038/ncomms4135,"CN,US","Zhejiang Univ,Univ Calif Santa Barbara,Univ Calif Riverside,Univ Sci & Technol China"
10.1103/PhysRevLett.109.240501,CH,Swiss Fed Inst Technol
10.1140/epjd/e2014-40679-4,BR,"Univ Fed Minas Gerais,Univ Estadual Feira de Santana,Univ Estadual Campinas"
10.1038/s41563-022-01417-9,DE,Karlsruhe Inst Technol
10.1103/PhysRevB.103.045410,NL,Delft Univ Technol
10.1063/1.4904425,"DE,RU,UA","Natl Acad Sci Ukraine,Univ Jena,South West State Univ"
10.1103/PhysRevA.102.033706,US,"Univ Maryland,NIST,Univ Pittsburgh"
10.1103/PhysRevB.89.155404,US,"Natl Acad,Naval Res Lab"
10.1103/PhysRevA.81.040103,US,Univ Calif Riverside
10.1088/1612-202X/aae5ac,CN,"Xuchang Univ,Zhejiang Ocean Univ"
10.1103/PhysRevB.89.184504,"DE,RU,SK,UA","B Verkin Inst Low Temp Phys & Engn,V Karazin Kharkov Natl Univ,Leibniz Inst Photon Technol,Novosibirsk State Tech Univ,Comenius Univ"
10.1103/PhysRevLett.132.200401,"FR,IT,US","Washington Univ,Univ Southern Calif,CNR SPIN Complesso Monte S Angelo,Univ Grenoble Alpes"
10.1103/PhysRevA.101.032343,US,IBM TJ Watson Res Ctr
10.1103/PhysRevA.88.062311,"AU,CN,TW","Natl Taiwan Univ,Beijing Normal Univ,Univ Queensland"
10.1103/PhysRevB.94.094519,"DE,RU,SK,UA,GB","Comenius Univ,B Verkin Inst Low Temp Phys & Engn,V Karazin Kharkov Natl Univ,Leibniz Inst Photon Technol,Royal Holloway Univ London,Natl Phys Lab,Moscow Inst Phys & Technol,Slovak Acad Sci,Novosibirsk State Tech Univ"
10.1038/s41567-018-0066-3,JP,"Univ Tokyo,Tokyo Med & Dent Univ,RIKEN"
10.1088/0031-8949/2015/T165/014037,IT,"Univ Catania,Ctr Siciliano Fis Nucl & Struttura Mat,CNR IMM UOS Catania Univ,Ist Nazl Fis Nucl"
10.1088/0256-307X/28/12/120304,CN,Dalian Univ Technol
10.1103/PhysRevB.108.094430,"IR,SE","Univ Isfahan,Uppsala Univ,KTH Royal Inst Technol,Orebro Univ"
10.1088/1367-2630/17/6/065012,"DE,IT,SE","Univ Palermo,Rhein Westfal TH Aachen,Chalmers"
10.1103/PhysRevLett.112.180402,FR,"Univ Paris 07,CNRS,Univ Grenoble Alpes"
10.1109/JSSC.2023.3311639,"CN,SG","Tsinghua Univ,Nanyang Technol Univ,Beijing Acad Quantum Informat Sci BAQIS"
10.1140/epjqt/s40507-019-0072-0,CH,Swiss Fed Inst Technol
10.1103/PhysRevA.106.053714,CN,Xi An Jiao Tong Univ
10.1103/PhysRevApplied.13.064012,CN,Nanjing Univ
10.1103/PhysRevLett.121.030604,"DE,US,GB","Washington Univ,Friedrich Alexander Univ Erlangen Nurnberg,Univ Lancaster,Univ Stuttgart,Inst Mat Sci & Engn"
10.1103/PhysRevB.91.014515,"DE,ES,US","Bayer Akad Wissensch,Tech Univ Munich,NIM,Univ Zaragoza,CSIC,Harvard Univ,Fdn ARAID,Univ Basque Country UPV EHU,Basque Fdn Sci"
10.1063/1.4826633,CN,Zhejiang Univ
10.1103/PhysRevA.82.052311,"JP,US,GB","Univ London,RIKEN,Univ Michigan"
10.1103/PhysRevA.85.023826,"JP,US","Univ Calif Santa Barbara,NEC Corp Ltd"
10.1109/TASC.2020.2991809,CN,"Nanjing Univ,Purple Mt Labs"
10.1021/acs.nanolett.1c04055,"DK,DE,NL,GB","Forschungszentrum Julich,Rhein Westfal TH Aachen,Imperial Coll London,UCL,Univ Copenhagen,Natl Phys Lab,Univ Twente"
10.1103/PhysRevB.103.064503,GB,Loughborough Univ
10.1063/1.4995627,RU,"Lomonosov Moscow State Univ,Moscow Tech Univ Communt & Informat,State Univ,Lobachevsky State Univ Nizhny Novgorod"
10.1103/PhysRevA.109.023703,CA,Univ Waterloo
10.1063/5.0240672,"DE,NL","Leiden Univ,Max Planck Inst Chem Phys Solids,Delft Univ Technol,Ludwig Maximilians Univ Munchen,Univ Utrecht"
10.1103/PhysRevB.85.224512,UA,"Natl Acad Sci Ukraine,Akhiezer Inst Theoret Phys"
10.1016/j.physe.2012.03.026,"EG,SA","Assiut Univ,Salman Bin Abdulaziz Univ,Al Baha Univ"
10.1103/PhysRevB.92.064501,"AT,CL,ES,GB","Univ Basque Country UPV EHU,Univ Nottingham,Univ Vienna,Univ Santiago Chile USACH,IKERBASQUE"
10.1103/PhysRevApplied.21.024047,US,"Univ Chicago,Fermilab Natl Accelerator Lab,Stanford Univ,SLAC Natl Accelerator Lab"
10.1109/TMTT.2024.3456111,US,"Univ Massachusetts,Google LLC"
10.1103/PhysRevApplied.17.014024,"US,GB","MIT,Raytheon BBN Technol"
10.1088/1674-1056/ac5612,CN,"Shanxi Univ,Shandong Normal Univ"
10.1103/PhysRevA.107.013528,IN,Indian Inst Technol Guwahati
10.1103/PhysRevA.93.012346,"DK,US","Aarhus Univ,Univ Colorado,Natl Inst Stand & Technol,HRL Labs LLC"
10.1103/PRXQuantum.3.020301,CN,"Beijing Acad Quantum Informat Sci,Nanjing Univ Posts & Telecommun"
10.1103/PhysRevA.90.032302,US,"Univ Calif Riverside,Univ So Calif"
10.1103/PhysRevLett.130.110601,"AU,CN,NL","Univ Sci & Technol China,Univ Technol Sydney,Southern Univ Sci & Technol,Henan Key Lab Quantum Informat & Cryptog,Delft Univ Technol"
10.1126/sciadv.abi6690,US,IBM TJ Watson Res Ctr
10.1103/PhysRevLett.105.160502,FR,Univ D Diderot
10.1088/0953-2048/26/8/084005,GB,Univ Loughborough
10.1109/TASC.2024.3350595,KR,"Seoul Natl Univ,Samsung Elect,Sungkyunkwan Univ"
10.1103/PhysRevLett.109.010502,"JP,US","MIT,RIKEN,NEC Corp Ltd,MIT Lincoln Lab"
10.1103/PhysRevB.99.035307,US,Univ Pittsburgh
10.1103/PhysRevLett.109.240505,US,IBM TJ Watson Res Ctr
10.1038/s41598-022-16126-1,CN,"State Key Lab Math Engn & Adv Comp,Zhengzhou Univ,Songshan Lab"
10.1103/PhysRevB.89.104516,US,"Univ Calif Riverside,IBM Corp"
10.1038/s41534-019-0231-2,"FR,US","Yale Univ,INRIA Paris"
10.1103/PhysRevB.86.220503,"US,GB","Univ Calif Berkeley,Univ Surrey,Yale Univ"
10.1103/PhysRevA.89.053802,TW,"Natl Chung Hsing Univ,Natl Cheng Kung Univ"
10.1126/science.aaw8415,US,"Univ Chicago,Univ Calif Santa Barbara,Argonne Natl Lab,Google"
10.1103/PhysRevLett.127.050502,US,"MIT,Harvard Univ"
10.1103/PhysRevA.96.052325,CA,"Univ Waterloo,Perimeter Inst Theoret Phys"
10.1002/qute.202100061,AU,Univ Melbourne
10.1063/5.0042268,CN,Nanjing Univ
10.1103/PhysRevB.81.144505,CN,Nanjing Univ
10.1109/TASC.2021.3065304,US,"Arizona State Univ,NASA Pasadena,MIT,CALTECH"
10.1103/PhysRevLett.117.190503,US,"Google Inc,Univ Calif Santa Barbara,Univ Calif Riverside"
10.1134/S0021364015030133,"BY,PL","Natl Acad Sci Belarus,Univ Szczecin"
10.1103/PhysRevB.84.024516,ES,CSIC
10.1103/PhysRevApplied.14.044039,"CA,RU,CH,US","Swiss Fed Inst Technol,Univ Sherbrooke,Yale Univ,Natl Univ Sci & Technol MISIS,Canadian Inst Adv Res"
10.1126/sciadv.aar3960,"NL,US","Delft Univ Technol,Univ Technol,Leiden Univ,Intel Corp"
10.1103/PhysRevB.105.L180502,CN,"Huazhong Univ Sci & Technol,Wuhan Natl High Magnet Field Ctr,Hubei Key Lab Gravitat & Quantum Phys"
10.1103/PhysRevA.95.052333,US,"Google Inc,Univ Calif Santa Barbara"
10.1103/PhysRevLett.127.043604,"CN,DE,ES","Xiangtan Univ,Shanghai Univ,Univ Basque Country UPV EHU,Basque Fdn Sci,Kipu Quantum,Univ Seville"
10.1103/PhysRevApplied.6.054005,"CA,CN,US","Univ Calgary,Univ Wisconsin Madison,Canadian Inst Adv Res,Univ Sci & Technol China,CALTECH"
10.1103/PhysRevApplied.11.014017,CH,IBM Res GmbH
10.1103/PhysRevX.4.031039,"US,GB","Univ Oxford,Univ Maryland"
10.1209/0295-5075/110/37010,CN,"Sun Yat sen Univ,Shaoxing Univ"
10.1140/epjd/e2011-10642-2,CN,Dalian Univ Technol
10.1103/PhysRevA.82.014303,CN,Natl Univ Def Technol
10.1103/PhysRevLett.130.220602,US,"MIT,Harvard Univ,MIT Lincoln Lab,Atlantic Quantum"
10.1063/5.0147692,US,"Natl Inst Stand & Technol,Univ Colorado"
10.1007/s11467-019-0888-1,CN,South China Normal Univ
10.1103/PhysRevLett.119.180505,JP,"Univ Tokyo,Japan Sci & Technol Agcy,RIKEN"
10.1088/0953-8984/28/27/275701,NL,"Leiden Univ,Delft Univ Technol"
10.1126/sciadv.abl6698,"JP,US,GB","Univ Oxford,Univ Southampton,RIKEN,Yale Univ,SUNY Polytech Inst,Oxford Quantum Circuits"
10.3390/e25010153,AU,Univ New South Wales
10.1103/PhysRevApplied.20.054008,US,"Google Quantum AI,Univ Calif Santa Barbara,Univ Calif Riverside"
10.1103/PhysRevB.90.195112,"CN,SG","Natl Univ Singapore,Chinese Acad Sci,Soochow Univ"
10.1088/2058-9565/ac734b,"BE,FI,SE,CH","Chalmers Univ Technol,VTT Tech Res Ctr Finland,Swiss Fed Inst Technol,IMEC,Bluefors Oy"
10.1103/PhysRevB.101.195428,TW,Natl Cheng Kung Univ
10.1038/s41534-019-0181-8,US,Chapman Univ
10.1016/j.physleta.2018.11.031,US,CUNY
10.1038/s41567-022-01527-w,"AT,CA,FI","Univ Innsbruck,Austrian Acad Sci,Univ Oulu,Univ Sherbrooke"
10.1103/PhysRevLett.118.240401,US,"Washington Univ,Inst Mat Sci & Engn"
10.1103/PhysRevApplied.6.064007,"CH,US","IBM TJ Watson Res Ctr,IBM Res Zurich"
10.1103/PhysRevA.94.042326,US,Univ Calif Riverside
10.1021/acsami.4c05656,"CN,US","Chinese Acad Sci,Univ Sci & Technol China,Yongjiang Lab,Rutgers State Univ,Ningbo Univ"
10.1063/1.4792698,US,"NIST,Raytheon BBN Technol"
10.1103/PhysRevA.103.043718,RU,Ioffe Inst
10.1103/PhysRevA.107.012434,"CN,US","Southern Univ Sci & Technol,Yancheng Inst Technol,Beihang Univ,Tianjin Univ,Fudan Univ,Univ Chicago"
10.1038/s41467-022-33997-0,US,"Syracuse Univ,Univ Wisconsin"
10.1038/s41467-020-14873-1,US,Raytheon BBN Technol
10.1002/qute.202100011,CN,"South China Normal Univ,City Univ Hong Kong"
10.1103/PhysRevA.84.032333,"CH,US","Univ Calif Los Angeles,Univ Basel"
10.1142/S2010324723400210,"CN,TW","Natl Sun Yat Sen Univ,Univ Sci & Technol China"
10.1038/s41534-023-00782-w,"DE,JP,SE","Chalmers Univ Technol,Univ Stuttgart,Ericsson AB,Okinawa Inst Sci & Technol Grad Univ"
10.1007/s11128-022-03552-3,CN,Shangrao Normal Univ
10.1103/PRXQuantum.3.030303,"DK,US","Univ Copenhagen,Univ Colorado"
10.1088/0256-307X/29/8/084209,CN,S China Normal Univ
10.1038/s41928-024-01147-7,FI,"Aalto Univ,IQM,QTF Ctr Excellence"
10.1038/srep21562,CN,Hangzhou Normal Univ
10.1038/s41467-024-47379-1,CN,Quantum Lab
10.1103/PhysRevApplied.20.064007,KR,Korea Adv Inst Sci & Technol KAIST
10.1103/PhysRevA.107.013702,CN,Zhejiang Univ
10.1103/PhysRevLett.111.080502,US,Univ Calif Santa Barbara
10.1038/s41586-020-2587-z,"FR,CH,US","Yale Univ,INRIA Paris,Paul Scherrer Inst,Univ Texas Austin"
10.1038/s41534-017-0027-1,"FI,US,GB","Aalto Univ,Univ Oulu,Loughborough Univ Technol,Brown Univ,Univ Jyvaskyla"
10.1103/PhysRevLett.120.050503,US,Tulane Univ
10.1063/5.0103361,"SG,GB","Nanyang Technol Univ,Univ Southampton"
10.1088/2058-9565/abc3cb,US,"Colorado Sch Mines,Tulane Univ"
10.1103/PhysRevB.90.134515,DE,"Rhein Westfal TH Aachen,Forschungszentrum Julich"
10.1140/epjqt/s40507-022-00129-y,"CL,CN,DE,ES","Shanghai Univ,Univ Santiago Chile USACH,Ctr Dev Nanosci & Nanotechnol,Univ Basque Country,Basque Fdn Sci,Kipu Quantum"
10.1103/PhysRevLett.112.027001,"CN,US","Nanjing Univ,Univ Kansas,S China Normal Univ"
10.1103/PhysRevA.95.052314,CN,Beijing Normal Univ
10.1007/s10773-021-04740-0,CN,Shangrao Normal Univ
10.1103/PhysRevX.11.011010,US,"Univ Chicago,Northwestern Univ,IBM TJ Watson Res Ctr,Yale Univ"
10.1103/PhysRevA.91.062325,CN,Beijing Normal Univ
10.1103/PhysRevApplied.3.034004,"JP,US","MIT,RIKEN,Univ Tokyo"
10.1038/s41534-021-00464-5,US,IBM TJ Watson Res Ctr
10.1016/j.physleta.2011.11.045,"CN,JP,US","Xiamen Univ,RIKEN,Chinese Acad Sci,Univ Michigan"
10.1140/epjd/e2012-30105-6,CN,"N China Elect Power Univ,Guizhou Normal Univ"
10.1088/1367-2630/14/4/043005,JP,"Tokyo Med & Dent Univ,NEC Corp Ltd,Inst Phys & Chem Res RIKEN"
10.1093/ptep/ptt056,"EG,SA","King Saud Univ,Al Azhar Univ,Assiut Univ"
10.1103/PhysRevB.98.205403,"AU,CA,DK,SE","Univ Copenhagen,McGill Univ,Canadian Inst Adv Res,Univ New South Wales,Lund Univ"
10.1103/PhysRevLett.132.217001,US,"Yale Univ,Cornell Univ"
10.1103/PhysRevApplied.22.034053,FR,"Alice & Bob,CNRS,Univ Paris Cite"
10.1103/PhysRevA.94.052119,DE,Univ Saarland
10.1103/PhysRevX.10.041051,US,"MIT,Lab Phys Sci,Univ Maryland,Air Force Res Lab,Univ Texas El Paso"
10.1088/2058-9565/ac107f,"IN,US","Indian Inst Sci Educ & Res Thiruvananthapuram,Sandia Natl Labs"
10.1016/j.aej.2023.10.035,"EG,IR,RU","Salman Farsi Univ Kazerun,Semnan Univ,Cairo Univ,JINR,Dubna State Univ,Moscow Inst Phys & Technol"
10.1134/S0021364018130143,RU,"All Russia Res Inst Automat,Natl Res Nucl Univ MEPhI,Russian Acad Sci,Natl Res Univ"
10.1103/PhysRevLett.112.190504,US,Univ Calif Santa Barbara
10.1103/PhysRevB.94.104516,"DE,US","Forschungszentrum Julich,Yale Univ,Rhein Westfal TH Aachen"
10.1007/s11128-012-0518-0,"CN,KR","Yanbian Univ,Dalian Univ Technol,Chungbuk Natl Univ"
10.1103/PhysRevA.88.054301,"SG,SE","Uppsala Univ,Natl Univ Singapore"
10.1007/s11128-021-03085-1,CN,"Nanjing Univ Posts & Telecommun,Shanxi Univ,Nanjing Univ"
10.1103/PhysRevB.96.174520,"DE,US","Rhein Westfal TH Aachen,Karlsruhe Inst Technol"
10.1103/PhysRevLett.126.047701,"DK,NL,US","Univ Copenhagen,Univ Calif Santa Barbara,Microsoft Quantum Mat Lab Copenhagen,Delft Univ Technol"
10.1103/PhysRevX.14.041049,"CA,US","Univ Calif Berkeley,Lawrence Berkeley Natl Lab,Univ Rochester,Chapman Univ,Yale Univ,Nord Quant"
10.1103/PhysRevLett.121.043603,"DE,HU,CH","Swiss Fed Inst Technol,Budapest Univ Technol & Econ,Univ Konstanz"
