DOI,Addresses
10.1103/PhysRevA.94.052308,"[Berman, Oleg L.; Kezerashvili, Roman Ya.] CUNY, New York City Coll Technol, Dept Phys, Brooklyn, NY 11201 USA; [Berman, Oleg L.; Kezerashvili, Roman Ya.] CUNY Grad Sch & Univ Ctr, New York, NY 10016 USA; [Lozovik, Yurii E.] Russian Acad Sci, Inst Spect, Moscow 142190, Russia; [Lozovik, Yurii E.] Natl Res Univ, Higher Sch Econ, MIEM, Moscow, Russia"
10.1088/1402-4896/ab0f47,"[Begzjav, Tuguldur Kh; Nessler, Reed] Texas A&M Univ, Dept Phys & Astron, Inst Quantum Sci & Engn, College Stn, TX 77843 USA; [Wang, Luojia] Tongji Univ, Sch Phys Sci & Engn, MOE Key Lab Adv Microstruct Mat, Shanghai 200092, Peoples R China"
10.1142/S0217979214500817,"[Li, Na; Ye, Liu] Anhui Univ, Sch Phys & Mat Sci, Hefei 230039, Peoples R China"
10.1088/0256-307X/27/7/070305,"[Yu Long-Bao] Hefei Normal Univ, Dept Phys & Elect Engn, Hefei 230061, Peoples R China; [Yu Long-Bao; Xue Zheng-Yuan] S China Normal Univ, Lab Quantum Informat Technol, ICMP, Guangzhou 510006, Guangdong, Peoples R China; [Yu Long-Bao; Xue Zheng-Yuan] S China Normal Univ, SPTE, Guangzhou 510006, Guangdong, Peoples R China"
10.1103/PhysRevLett.110.220402,"[Weston, Morgan M.; Hall, Michael J. W.; Palsson, Matthew S.; Wiseman, Howard M.; Pryde, Geoff J.] Griffith Univ, Ctr Quantum Dynam, Australian Res Council, Ctr Quantum Computat & Commun Technol, Brisbane, Qld 4111, Australia"
10.1103/PhysRevX.14.021018,"[Zhang, Sheng; Shi, Jixuan; Cui, Zhaibin; Wang, Ye; Wu, Yukai; Duan, Luming; Pu, Yunfei] Tsinghua Univ, Ctr Quantum Informat, Inst Interdisciplinary Informat Sci, Beijing 100084, Peoples R China; [Wu, Yukai; Duan, Luming; Pu, Yunfei] Hefei Natl Lab, Hefei 230088, Peoples R China"
10.1039/c2cp40778g,"[Ayabe, Kazuki; Sato, Kazunobu; Nishida, Shinsuke; Ise, Tomoaki; Nakazawa, Shigeaki; Sugisaki, Kenji; Toyota, Kazuo; Shiomi, Daisuke; Takui, Takeji] Osaka City Univ, Grad Sch Sci, Dept Chem, Sumiyoshi Ku, Osaka 5588585, Japan; [Ayabe, Kazuki; Sato, Kazunobu; Nishida, Shinsuke; Ise, Tomoaki; Nakazawa, Shigeaki; Sugisaki, Kenji; Morita, Yasushi; Toyota, Kazuo; Shiomi, Daisuke; Kitagawa, Masahiro; Takui, Takeji] Japan Sci & Technol Agcy JST, Chiyoda Ku, Tokyo 1020075, Japan; [Morita, Yasushi] Osaka Univ, Grad Sch Sci, Dept Chem, Toyonaka, Osaka 5600043, Japan; [Kitagawa, Masahiro] Osaka Univ, Grad Sch Engn Sci, Dept Syst Innovat, Toyonaka, Osaka 5608531, Japan"
10.1103/PhysRevA.86.052306,"[Wilson, R. D.; Zagoskin, A. M.; Savel'ev, S.; Everitt, M. J.] Loughborough Univ Technol, Dept Phys, Loughborough LE11 3TU, Leics, England; [Nori, Franco] RIKEN, Adv Sci Inst, Wako, Saitama 3510198, Japan; [Nori, Franco] Univ Michigan, Dept Phys, Ann Arbor, MI 48109 USA"
10.1007/s11128-015-1222-7,"[Chen, Mei-Feng; Chen, Yong-Fa; Ma, Song-She] Fuzhou Univ, Coll Phys & Informat Engn, Fuzhou 350002, Peoples R China"
10.1103/PhysRevB.81.104524,"[Wang, Ying-Dan; Chesi, Stefano; Loss, Daniel; Bruder, Christoph] Univ Basel, Dept Phys, CH-4056 Basel, Switzerland"
10.1021/acsphotonics.8b00954,"[Jose Martinez-Perez, Maria; Zueco, David] Univ Zaragoza, CSIC, Inst Ciencia Mat Aragon, Pedro Cerbuna 12, E-50009 Zaragoza, Spain; [Jose Martinez-Perez, Maria; Zueco, David] Univ Zaragoza, CSIC, Dept Fis Mat Condensada, Pedro Cerbuna 12, E-50009 Zaragoza, Spain; [Jose Martinez-Perez, Maria; Zueco, David] Fdn ARAID, Ave Ranillas, Zaragoza 50018, Spain"
10.1103/PhysRevApplied.5.024002,"[Bhupathi, P.; DeFeo, M. P.; Ware, Matthew; Plourde, B. L. T.] Syracuse Univ, Dept Phys, Syracuse, NY 13244 USA; [Groszkowski, Peter; Wilhelm, Frank K.] Univ Waterloo, Inst Quantum Comp, 200 Univ Ave West, Waterloo, ON N2L 3G1, Canada; [Groszkowski, Peter; Wilhelm, Frank K.] Univ Waterloo, Dept Phys & Astron, 200 Univ Ave West, Waterloo, ON N2L 3G1, Canada; [Wilhelm, Frank K.] Univ Saarland, Theoret Phys, D-66123 Saarbrucken, Germany; [Bhupathi, P.] CALTECH, Dept Phys, Pasadena, CA 91125 USA; [Groszkowski, Peter] Northwestern Univ, Dept Phys & Astron, Evanston, IL 60208 USA"
10.1103/PhysRevB.108.195308,"[Wang, Ying; Maximova, Olga; Konakanchi, Shiva T.; Rokhinson, Leonid P.] Purdue Univ, Dept Phys & Astron, W Lafayette, IN 47907 USA; [Lauter, Valeria; Keum, Jong; Ambaye, Haile] Oak Ridge Natl Lab, Neutron Sci Directorate, Neutron Scattering Div, Oak Ridge, TN 37831 USA; [Upadhyaya, Pramey; Rokhinson, Leonid P.] Purdue Univ, Elmore Family Sch Elect & Comp Engn, W Lafayette, IN 47907 USA; [Keum, Jong] Ctr Nanophase Mat Sci, Oak Ridge Natl Lab, Phys Sci Directorate, Oak Ridge, TN 37831 USA; [Wang, Jiashu; Assaf, Badih A.; Liu, Xinyu] Univ Notre Dame, Dept Phys & Astron, Notre Dame, IN 46556 USA; [Zhukovskyi, Maksym; Orlova, Tatyana A.] Univ Notre Dame, Notre Dame Integrated Imaging Facil, Notre Dame, IN 46556 USA; [Rokhinson, Leonid P.] Purdue Univ, Birck Nanotechnol Ctr, W Lafayette, IN 47907 USA; [Rokhinson, Leonid P.] Purdue Univ, Purdue Quantum Sci & Engn Inst, W Lafayette, IN 47907 USA"
10.1088/0256-307X/27/1/010301,"[Feng Zhi-Bo; Yan Run-Ying] Xuchang Univ, Coll Elect & Informat Engn, Xuchang 461000, Peoples R China"
10.1088/1612-202X/aad465,"[Wang, Yimin] Army Engn Univ, Commun Engn Coll, Nanjing 210007, Jiangsu, Peoples R China; [Wang, Yimin; Zhang, Guo-Qiang] Beijing Computat Sci Res Ctr, Quantum Phys & Quantum Informat Div, Beijing 100193, Peoples R China; [Wang, Yimin] Shanghai Key Lab High Temp Superconductors, Shanghai 200444, Peoples R China; [You, Wen-Long] Soochow Univ, Sch Phys Sci & Technol, Suzhou 215006, Jiangsu, Peoples R China"
10.1088/0031-8949/2012/T151/014048,"[Paladino, Elisabetta; D'Arrigo, Antonio; Falci, G.] Univ Catania, Dipartimento Fis & Astron, I-95125 Catania, Italy; [Paladino, Elisabetta; D'Arrigo, Antonio; Falci, G.] CNR IMM MATIS, I-95123 Catania, Italy"
10.1103/PhysRevA.105.062445,"[Chan, Ming Lai; Tiranov, Alexey; Lodahl, Peter; Sorensen, Anders S.] Univ Copenhagen, Ctr Hybrid Quantum Networks Hy Q, Niels Bohr Inst, DK-2100 Copenhagen O, Denmark; [Aqua, Ziv; Dayan, Barak] Weizmann Inst Sci, Chem Phys Dept, IL-76100 Rehovot, Israel"
10.1007/s10773-015-2744-6,"[Zheng, Chunhong; Gu, Yongjian; Li, Wendong; Wang, Zhaoming] Ocean Univ China, Dept Phys, Qingdao 266033, Peoples R China; [Zheng, Chunhong] Qingdao Technol Univ, Sch Sci, Qingdao 266033, Peoples R China; [Zhang, Jiying] Jianghan Univ, Inst Interdisciplinary Res, Wuhan 430056, Peoples R China"
10.1016/j.carbon.2022.03.003,"[Narayan, J.; Khosla, N.] North Carolina State Univ, Dept Mat Sci & Engn, Raleigh, NC 27695 USA"
10.1109/LCA.2023.3325852,"[Trochatos, Theodoros; Xu, Chuanqi; Deshpande, Sanjay; Szefer, Jakub] Yale Univ, Grad Sch, Elect Engn, New Haven, CT 06520 USA; [Lu, Yao] Yale Univ, Dept Appl Phys & Phys, New Haven, CT 06520 USA; [Ding, Yongshan] Yale Univ, Comp Sci, New Haven, CT 06511 USA"
10.1140/epjc/s10052-017-5371-y,"[Fu, Qiang; Chen, Xurong] Chinese Acad Sci, Inst Modern Phys, Lanzhou 730000, Gansu, Peoples R China; [Fu, Qiang] Lanzhou Univ, Lanzhou 730000, Gansu, Peoples R China; [Fu, Qiang] Univ Chinese Acad Sci, Beijing 100049, Peoples R China"
10.1103/PhysRevA.81.040303,"[Burgarth, Daniel; Plenio, Martin B.] Univ London Imperial Coll Sci Technol & Med, IMS, London SW7 2PG, England; [Burgarth, Daniel; Plenio, Martin B.] Univ London Imperial Coll Sci Technol & Med, QOLS, London SW7 2PG, England; [Burgarth, Daniel; Maruyama, Koji; Nori, Franco] RIKEN, Inst Phys & Chem Res, Adv Sci Inst, Wako, Saitama 3510198, Japan; [Murphy, Michael; Montangero, Simone; Calarco, Tommaso] Univ Ulm, Inst Quanteninformat Verarbeitung, D-89069 Ulm, Germany; [Calarco, Tommaso] European Ctr Theoret Studies Nucl Phys & Related, I-38050 Villazzano, Italy; [Nori, Franco] Univ Michigan, Dept Phys, Ann Arbor, MI 48109 USA; [Plenio, Martin B.] Univ Ulm, Inst Theoret Phys, D-89069 Ulm, Germany"
10.1002/adma.202202034,"[Mazur, Grzegorz P.; van Loo, Nick; Wang, Ji-Yin; Dvir, Tom; Wang, Guanzhong; Korneychuk, Svetlana; Borsoi, Francesco; Dekker, Robin C.; Vinke, Peter; Quintero-Perez, Marina; Heedt, Sebastian; Kouwenhoven, Leo P.] Delft Univ Technol, QuTech, NL-2600 GA Delft, Netherlands; [Mazur, Grzegorz P.; van Loo, Nick; Wang, Ji-Yin; Dvir, Tom; Wang, Guanzhong; Korneychuk, Svetlana; Borsoi, Francesco; Dekker, Robin C.; Vinke, Peter; Quintero-Perez, Marina; Heedt, Sebastian; Kouwenhoven, Leo P.] Delft Univ Technol, Kavli Inst Nanosci, NL-2600 GA Delft, Netherlands; [Khindanov, Aleksei] Univ Calif Santa Barbara, Dept Phys, Santa Barbara, CA 93106 USA; [Badawy, Ghada; Gazibegovic, Sasa; Bakkers, Erik P. A. M.] Eindhoven Univ Technol, Dept Appl Phys, NL-5600 MB Eindhoven, Netherlands; [Quintero-Perez, Marina] Netherlands Org Appl Sci Res TNO, NL-2600 AD Delft, Netherlands"
10.1103/PRXQuantum.5.040307,"[Pietikainen, Iivari; Cernotik, Ondrej; Filip, Radim] Palacky Univ, Dept Opt, 17 listopadu 1192-12, Olomouc 77900, Czech Republic; [Eickbusch, Alec; Maiti, Aniket; Garmon, John W. O.; Girvin, Steven M.] Yale Quantum Inst, POB 208 334,17 Hillhouse Ave, New Haven, CT 06520 USA; [Eickbusch, Alec; Maiti, Aniket; Garmon, John W. O.; Girvin, Steven M.] Yale Univ, Dept Appl Phys, New Haven, CT 06511 USA; [Eickbusch, Alec; Maiti, Aniket; Garmon, John W. O.; Girvin, Steven M.] Yale Univ, Dept Phys, New Haven, CT 06511 USA; [Eickbusch, Alec] Google Quantum AI, Santa Barbara, CA USA"
10.1134/S1063776121040233,"[Kagan, M. Yu.] Natl Res Univ, Higher Sch Econ, Moscow 101000, Russia; [Mazur, E. A.] Natl Res Nucl Univ MEPhI, Moscow 115409, Russia; [Mazur, E. A.] Natl Res Ctr, Kurchatov Inst, Moscow 123122, Russia; [Kagan, M. Yu.] PL Kapitza Inst Phys Problems, Moscow 119334, Russia"
10.1088/1361-6633/ad10b3,"[Castelletto, S.] RMIT Univ, Sch Engn, Melbourne, Vic 3001, Australia; [Lew, C. T-K] Univ Melbourne, Sch Phys, Melbourne, Vic 3010, Australia; [Lin, Wu-Xi; Xu, Jin-Shi] Univ Sci & Technol China, CAS Key Lab Quantum Informat, Hefei 230026, Anhui, Peoples R China; [Lin, Wu-Xi; Xu, Jin-Shi] Univ Sci & Technol China, CAS Ctr Excellence Quantum Informat & Quantum Phys, Hefei, Anhui, Peoples R China; [Lin, Wu-Xi; Xu, Jin-Shi] Univ Sci & Technol China, Hefei 230088, Peoples R China"
10.1103/PhysRevLett.126.230502,"[Winick, Adam; Wallman, Joel J.; Emerson, Joseph] Quantum Benchmark Inc, 51 Breithaupt St,Suite 100, Kitchener, ON N2H 4C3, Canada; [Winick, Adam; Wallman, Joel J.; Emerson, Joseph] Univ Waterloo, Inst Quantum Comp, 200 Univ Ave West, Waterloo, ON N2L 3G1, Canada; [Emerson, Joseph] MaRS Ctr, Canadian Inst Adv Res, West Tower 661,Univ Ave,Suite 505, Toronto, ON M5G 1M1, Canada"
10.1103/PhysRevApplied.3.024002,"[Andersen, Christian Kraglund; Molmer, Klaus] Aarhus Univ, Dept Phys & Astron, DK-8000 Aarhus C, Denmark"
10.1103/PhysRevB.81.045309,"[Schwager, Heike; Cirac, J. Ignacio; Giedke, Geza] Max Planck Inst Quantum Opt, D-85748 Garching, Germany"
10.1103/PhysRevLett.105.260501,"[Chudzicki, Christopher; Strauch, Frederick W.] Williams Coll, Williamstown, MA 01267 USA"
10.1073/pnas.1711003114,"[Pichler, Hannes] Harvard Smithsonian Ctr Astrophys, Inst Theoret Atom Mol & Opt Phys, 60 Garden St, Cambridge, MA 02138 USA; [Pichler, Hannes; Choi, Soonwon; Lukin, Mikhail D.] Harvard Univ, Dept Phys, Cambridge, MA 02138 USA; [Zoller, Peter] Univ Innsbruck, Inst Theoret Phys, A-6020 Innsbruck, Austria; [Zoller, Peter] Austrian Acad Sci, Inst Quantum Opt & Quantum Informat, A-6020 Innsbruck, Austria"
10.1088/1674-1056/23/2/020311,"[Liu Xin; Fang Guang-Yu; Liu Shu-Tian] Harbin Inst Technol, Dept Phys, Harbin 150001, Peoples R China; [Liao Qing-Hong] Nanchang Univ, Dept Elect Informat Engn, Nanchang 330031, Peoples R China; [Wang Yue-Yuan] Harbin Normal Univ, Sch Phys & Elect Engn, Key Lab Adv Funct Mat & Excited State Proc Heilon, Harbin 150025, Peoples R China"
10.1103/PhysRevLett.112.200501,"[Heras, U. Las; Mezzacapo, A.; Lamata, L.; Solano, E.] Univ Basque Country, UPV EHU, Dept Phys Chem, Bilbao 48080, Spain; [Filipp, S.; Wallraff, A.] ETH, Dept Phys, CH-8093 Zurich, Switzerland; [Solano, E.] Basque Fdn Sci, IKERBASQUE, Bilbao 48011, Spain"
10.1103/PhysRevA.83.054303,"[Guo, Qi; Bai, Juan; Cheng, Liu-Yong; Wang, Hong-Fu; Zhang, Shou] Yanbian Univ, Coll Sci, Dept Phys, Yanji 133002, Jilin, Peoples R China; [Shao, Xiao-Qiang] Harbin Inst Technol, Dept Phys, Ctr Condensed Matter Sci & Technol, Harbin 150001, Heilongjiang, Peoples R China"
10.1088/0256-307X/27/7/070304,"[Liao Qing-Hong; Fang Guang-Yu; Wang Yue-Yuan; Liu Shu-Tian] Harbin Inst Technol, Dept Phys, Harbin 150001, Peoples R China; [Wang Yue-Yuan] Harbin Normal Univ, Sch Phys & Elect Engn, Key Lab Adv Funct Mat & Excited State Proc Heilon, Harbin 150025, Peoples R China; [Ahmad, Muhammad Ashfaq] COMSATS Inst Informat Technol, Dept Phys, Lahore 54000, Pakistan"
10.1103/PhysRevLett.108.040503,"[Stevenson, R. M.; Salter, C. L.; Nilsson, J.; Bennett, A. J.; Ward, M. B.; Shields, A. J.] Toshiba Res Europe Ltd, Cambridge CB4 0GZ, England; [Salter, C. L.; Farrer, I.; Ritchie, D. A.] Univ Cambridge, Cavendish Lab, Cambridge CB3 0HE, England"
10.1063/1.4890083,"[Calusine, Greg; Politi, Alberto; Awschalom, David D.] Univ Calif Santa Barbara, Dept Phys, Santa Barbara, CA 93106 USA; [Awschalom, David D.] Univ Chicago, Inst Mol Engn, Chicago, IL 60637 USA"
10.1103/PhysRevLett.110.080502,"[Gonzalez-Tudela, Alejandro] Univ Autonoma Madrid, Dept Fis Teor Mat Condensada, Madrid 28040, Spain; [Porras, Diego] Univ Complutense, Dept Fis Teor 1, E-28040 Madrid, Spain"
10.1103/PhysRevA.105.062439,"[Wall, Michael L.; Titum, Paraj; Quiroz, Gregory] Johns Hopkins Univ, Appl Phys Lab, Johns Hopkins Rd, Laurel, MD 20723 USA; [Foss-Feig, Michael] Quantinuum, 303 S Technol Ct, Broomfield, CO 80021 USA; [Hazzard, Kaden R. A.] Rice Univ, Dept Phys & Astron, Houston, TX 77005 USA; [Hazzard, Kaden R. A.] Rice Univ, Rice Ctr Quantum Mat, Houston, TX 77005 USA"
10.1021/acsphotonics.9b01779,"[Sedov, Evgeny; Savvidis, Pavlos; Kavokin, Alexey] Westlake Univ, Hangzhou 310024, Zhejiang, Peoples R China; [Sedov, Evgeny; Savvidis, Pavlos; Kavokin, Alexey] Westlake Inst Adv Study, Inst Nat Sci, Hangzhou 310024, Zhejiang, Peoples R China; [Sedov, Evgeny] Vladimir State Univ, Vladimir 600000, Russia; [Lukoshkin, Vladimir; Kalevich, Vladimir] Russian Acad Sci, Ioffe Inst, St Petersburg 194021, Russia; [Lukoshkin, Vladimir; Kalevich, Vladimir; Kavokin, Alexey] St Petersburg State Univ, Spin Opt Lab, St Petersburg 194021, Russia; [Hatzopoulos, Zacharias; Savvidis, Pavlos] FORTH, Inst Elect Struct & Laser, Iraklion 71110, Crete, Greece; [Savvidis, Pavlos] ITMO Univ, Dept Nanophoton & Metamat, St Petersburg 197101, Russia"
10.1038/s41598-023-39052-2,"[Zheng, Yuzhen; Yang, Hui] Univ Sci & Technol China, Sch Nanotech & Nanobion, Hefei 230026, Peoples R China; [Zheng, Yuzhen; Xiong, Kanglin; Feng, Jiagui; Yang, Hui] Chinese Acad Sci, Suzhou Inst Nanotech & Nanobion, Suzhou 215123, Peoples R China; [Li, Shuming; Ding, Zengqian; Xiong, Kanglin; Feng, Jiagui; Yang, Hui] Gusu Lab Mat, Suzhou 215123, Peoples R China"
10.1103/PhysRevB.81.193301,"[Gallardo, E.; Nowak, A. K.; Sarkar, D.; van der Meulen, H. P.; Calleja, J. M.; Tejedor, C.] Univ Autonoma Madrid, Dept Fis Mat, E-28049 Madrid, Spain; [Martinez, L. J.; Prieto, I.; Granados, D.; Taboada, A. G.; Garcia, J. M.; Postigo, P. A.] CSIC, Ctr Nacl Microelect, Inst Microelect Madrid, E-28760 Madrid, Spain; [Sarkar, D.] Univ Sheffield, Dept Phys & Astron, Sheffield S3 7RH, S Yorkshire, England"
10.1088/0953-2048/26/8/084003,"[Mukhin, S. I.; Fistul, M. V.] Moscow Steel & Alloys Inst, Theoret Phys & Quantum Technol Dept, Moscow 119049, Russia; [Fistul, M. V.] Ruhr Univ Bochum, D-44801 Bochum, Germany"
10.1088/0256-307X/27/2/020302,"[Lv Dan-Dan; Yu Ya-Fei; Feng Xun-Li; Zhang Zhi-Ming] S China Normal Univ, SIPSE & LQIT, Lab Photon Informat Technol, Guangzhou 510006, Guangdong, Peoples R China; [Lv Dan-Dan; Lu Hong] Foshan Univ, Sch Sci, Foshan 528000, Peoples R China; [Feng Xun-Li; Zhang Zhi-Ming] Natl Univ Singapore, Ctr Quantum Technol, Singapore 117543, Singapore; [Feng Xun-Li; Zhang Zhi-Ming] Natl Univ Singapore, Dept Phys, Singapore 117543, Singapore"
10.1103/PhysRevA.97.043862,"[Kasture, Sachin] AMOLF, Sci Pk 104, NL-1098 XG Amsterdam, Netherlands"
10.1109/JPHOT.2017.2781731,"[Wei, Mei-Song; Wang, Jicheng; Zhang, Yixin; Hu, Zheng-Da] Jiangnan Univ, Sch Sci, Jiangsu Prov Res Ctr Light Ind Optoelect Engn & T, Wuxi 214122, Peoples R China"
10.1103/PhysRevA.99.062323,"[Hamilton, Kathleen E.; Dumitrescu, Eugene F.; Pooser, Raphael C.] Oak Ridge Natl Lab, Comp Sci & Engn Div, One Bethel Valley Rd, Oak Ridge, TN 37831 USA"
10.1103/PhysRevA.90.012324,"Johns Hopkins Univ, Appl Phys Lab, Laurel, MD 20723 USA"
10.1103/PhysRevLett.115.127002,"[de Lange, G.; Bruno, A.; van Woerkom, D. J.; Geresdi, A.; Bakkers, E. P. A. M.; Akhmerov, A. R.; DiCarlo, L.] Delft Univ Technol, QuTech, NL-2600 GA Delft, Netherlands; [de Lange, G.; Bruno, A.; van Woerkom, D. J.; Geresdi, A.; Bakkers, E. P. A. M.; Akhmerov, A. R.; DiCarlo, L.] Delft Univ Technol, Kavli Inst Nanosci, NL-2600 GA Delft, Netherlands; [van Heck, B.] Leiden Univ, Inst Lorentz, NL-2300 RA Leiden, Netherlands; [Plissard, S. R.; Bakkers, E. P. A. M.] Eindhoven Univ Technol, Dept Appl Phys, NL-5600 MB Eindhoven, Netherlands"
10.1038/s41586-021-03576-2,"[Neill, C.; McCourt, T.; Mi, X.; Jiang, Z.; Niu, M. Y.; Mruczkiewicz, W.; Aleiner, I.; Arute, F.; Arya, K.; Atalaya, J.; Babbush, R.; Bardin, J. C.; Barends, R.; Bengtsson, A.; Bourassa, A.; Broughton, M.; Buckley, B. B.; Buell, D. A.; Burkett, B.; Bushnell, N.; Campero, J.; Chen, Z.; Chiaro, B.; Collins, R.; Courtney, W.; Demura, S.; Derk, A. R.; Dunsworth, A.; Eppens, D.; Erickson, C.; Farhi, E.; Fowler, A. G.; Foxen, B.; Gidney, C.; Giustina, M.; Gross, J. A.; Harrigan, M. P.; Harrington, S. D.; Hilton, J.; Ho, A.; Hong, S.; Huang, T.; Huggins, W. J.; Isakov, S. V.; Jacob-Mitos, M.; Jeffrey, E.; Jones, C.; Kafri, D.; Kechedzhi, K.; Kelly, J.; Kim, S.; Klimov, P. V.; Korotkov, A. N.; Kostritsa, F.; Landhuis, D.; Laptev, P.; Lucero, E.; Martin, O.; McClean, J. R.; McEwen, M.; Megrant, A.; Miao, K. C.; Mohseni, M.; Mutus, J.; Naaman, O.; Neeley, M.; Newman, M.; O'Brien, T. E.; Opremcak, A.; Ostby, E.; Pato, B.; Petukhov, A.; Quintana, C.; Redd, N.; Rubin, N. C.; Sank, D.; Satzinger, K. J.; Shvarts, V.; Strain, D.; Szalay, M.; Trevithick, M. D.; Villalonga, B.; White, T. C.; Yao, Z.; Yeh, P.; Zalcman, A.; Neven, H.; Boixo, S.; Ioffe, L. B.; Roushan, P.; Chen, Y.; Smelyanskiy, V.] Google Quantum AI, Mountain View, CA USA; [Bardin, J. C.] Univ Massachusetts, Dept Elect & Comp Engn, Amherst, MA 01003 USA; [Bourassa, A.] Univ Chicago, Pritzker Sch Mol Engn, Chicago, IL 60637 USA; [Korotkov, A. N.] Univ Calif Riverside, Dept Elect & Comp Engn, Riverside, CA 92521 USA; [McEwen, M.] Univ Calif Santa Barbara, Dept Phys, Santa Barbara, CA 93106 USA"
10.1134/S0030400X10020037,"[Sauge, S.; Swillo, M.] Royal Inst Technol, Dept Microelectr & Informat Technol, SE-16440 Kista, Sweden"
10.1038/s41467-023-44281-0,"[Lopez-Bezanilla, Alejandro; Nisoli, Cristiano; Saxena, Avadh] Los Alamos Natl Lab, Theoret Div, Los Alamos, NM 87545 USA; [King, Andrew D.] D Wave Syst, Burnaby, BC V5G, Canada"
10.1007/s11128-011-0298-y,"[Nyman, R. A.; Scheel, S.; Hinds, E. A.] Univ London Imperial Coll Sci Technol & Med, Ctr Cold Matter, Blackett Lab, London SW7 2BW, England"
10.1209/0295-5075/89/48005,"[Ge, Rong-Chun; Li, Chuan-Feng; Gong, Ming; Guo, Guang-Can] Univ Sci & Technol China, CAS, Key Lab Quantum Informat, Hefei 230026, Peoples R China"
10.1364/JOSAB.29.001203,"[Shao, Xiao-Qiang; Zheng, Tai-Yu] NE Normal Univ, Sch Phys, Changchun 130024, Jilin, Peoples R China; [Zhang, Shou] Yanbian Univ, Coll Sci, Dept Phys, Yanji 133002, Jilin, Peoples R China"
10.1016/j.physleta.2014.01.045,"[Opanchuk, B.; Rosales-Zarate, L.; Reid, M. D.; Drummond, P. D.] Swinburne Univ Technol, Ctr Atom Opt & Ultrafast Spect, Hawthorn, Vic 3122, Australia"
10.1038/s41467-022-33335-4,"[Stanisic, Stasja; Bosse, Jan Lukas; Gambetta, Filippo Maria; Montanaro, Ashley] Phasecraft Ltd, Bristol, Avon, England; [Bosse, Jan Lukas; Montanaro, Ashley] Univ Bristol, Sch Math, Bristol, Avon, England; [Santos, Raul A.] Phasecraft Ltd, London, England; [Mruczkiewicz, Wojciech; O'Brien, Thomas E.; Ostby, Eric] Google Quantum AI, Mountain View, CA USA"
10.1038/s41535-019-0187-7,"[Dissanayake, Sachith; Matsuda, Masaaki] Oak Ridge Natl Lab, Neutron Scattering Div, POB 2009, Oak Ridge, TN 37831 USA; [Duan, Chunruo; Schneeloch, John A.; Teo, Jeffrey C. Y.; Louca, Despina] Univ Virginia, Dept Phys, Charlottesville, VA 22904 USA; [Yang, Junjie] Cent Michigan Univ, Dept Phys, Mt Pleasant, MI 48859 USA; [Liu, Jun] US DOE, Ames Lab, Ames, IA 50011 USA; [Yue, Changming] Chinese Acad Sci, Inst Phys, Beijing, Peoples R China; [Dissanayake, Sachith] Duke Univ, Dept Phys, Durham, NC 27708 USA"
10.1103/PhysRevA.108.023707,"[Poshakinskiy, Alexander V.] Ioffe Inst, St Petersburg 194021, Russia; [Poddubny, Alexander N.] Weizmann Inst Sci, Dept Phys Complex Syst, IL-7610001 Rehovot, Israel"
10.1364/OL.39.002924,"[Reddy, D. V.; Raymer, M. G.] Univ Oregon, Oregon Ctr Opt, Eugene, OR 97403 USA; [Reddy, D. V.; Raymer, M. G.] Univ Oregon, Dept Phys, Eugene, OR 97403 USA; [McKinstrie, C. J.] Bell Labs, Alcatel Lucent, Holmdel, NJ 07733 USA"
10.1103/PhysRevA.84.032315,"[Huang, Yu-Ping; Kumar, Prem] Northwestern Univ, Dept EECS, Ctr Photon Commun & Comp, Evanston, IL 60208 USA"
10.1088/1367-2630/aa723a,"[Reynoso, A. A.] Comis Nacl Energia Atom, Inst Balseiro, RA-8400 San Carlos De Bariloche, Rio Negro, Argentina; [Reynoso, A. A.] Comis Nacl Energia Atom, Ctr Atom Bariloche, RA-8400 San Carlos De Bariloche, Rio Negro, Argentina; [Reynoso, A. A.] Consejo Nacl Invest Cient & Tecn CONICET, Buenos Aires, DF, Argentina; [Baltanas, J. P.; Vazquez-Lozano, J. E.; Frustaglia, D.] Univ Seville, Dept Fis Aplicada 2, E-41012 Seville, Spain; [Saarikoski, H.] RIKEN, CEMS, Saitama 3510198, Japan; [Nitta, J.] Tohoku Univ, Dept Mat Sci, Sendai, Miyagi 9808579, Japan"
10.1063/5.0170187,"[Alam, Shamiul; Aziz, Ahmedullah] Univ Tennessee, Dept Elect Engn & Comp Sci, Knoxville, TN 37996 USA; [Rampini, Dana S.; Oripov, Bakhrom G.; McCaughan, Adam N.] NIST, Boulder, CO 80305 USA"
10.1038/s41567-023-02135-y,"[Youssefi, Amir; Kono, Shingo; Chegnizadeh, Mahdi; Kippenberg, Tobias J.] Swiss Fed Inst Technol Lausanne EPFL, Lab Photon & Quantum Measurement LPQM, Lausanne, Switzerland; [Youssefi, Amir; Kono, Shingo; Chegnizadeh, Mahdi; Kippenberg, Tobias J.] Ecole Polytech Fed Lausanne, Ctr Quantum Sci & Engn, Lausanne, Switzerland"
