DOI,institution
10.1088/1674-1056/23/11/110304,"Qufu Normal Univ,Chinese Acad Sci"
10.1103/PhysRevLett.105.030407,"Univ Illinois,Univ Innsbruck,Univ British Columbia"
10.1103/PhysRevB.105.075129,"Jozef Stefan Inst,Univ Ljubljana"
10.1038/s41534-022-00532-4,"Karlsruhe Inst Technol,Delft Univ Technol,Russian Quantum Ctr,Natl Univ Sci & Technol MISIS"
10.1016/j.optcom.2011.07.053,Jilin Univ
10.1103/PRXQuanttun.3.020305,"Chalmers Univ Technol,RIKEN,Univ Michigan"
10.1103/PhysRevApplied.20.044070,"Univ Zaragoza,Univ Sci & Technol China,Univ Valencia,CSIC,TU Wien,IMDEA Nanociencia,Florida State Univ"
10.1103/PhysRevA.93.042305,Xi An Jiao Tong Univ
10.1103/PhysRevB.81.134510,"D Wave Syst,Univ Kansas"
10.1063/5.0078785,"TJ Watson Res Ctr,Almaden Res Ctr"
10.35848/1347-4065/ac00fd,"Blueqat Inc,Yokohama Natl Univ"
10.1103/PhysRevA.89.060101,"Lanzhou Univ,Natl Univ Singapore,Beijing Computat Sci Res Ctr"
10.1093/nsr/nwab011,"Univ Sci & Technol China,Shanghai Res Ctr Quantum Sci,Tsinghua Univ,Univ Oxford"
10.1002/andp.202200507,North Univ China
10.1016/j.aop.2014.11.005,"East China Jiaotong Univ,Univ Waterloo"
10.1038/srep26720,"Univ Waterloo,Delft Univ Technol,Univ Santiago Chile USACH,Univ Basque Country UPV EHU,Basque Fdn Sci"
10.1117/1.AP.3.5.055002,"Nanjing Univ,Sun Yat Sen Univ"
10.1088/1367-2630/13/11/115009,"Nokia Res Ctr,Univ Bristol"
10.1038/s42005-023-01133-z,"NTT Corp,Shizuoka Univ,NTT Res Inc"
10.1103/PhysRevA.98.012132,"Chapman Univ,Caltech"
10.1038/s41534-020-00346-2,"IBM Res GmbH,Saarland Univ,Forschungszentrum Julich,Tech Univ Munich"
10.1038/s41467-017-00045-1,"Yale Univ,CEA"
10.1088/1361-6668/aacc53,Cavendish Lab
10.1021/acs.jpcb.1c00887,"Inner Mongolia Univ Sci & Technol,Max Planck Inst Phys Komplexer Syst,Nanyang Technol Univ,Tech Univ Dresden"
10.1140/epjqt/s40507-016-0049-1,"Univ Oxford,Univ Basque Country,Univ Bath,Max Planck Inst Struct & Dynam Matter,Basque Fdn Sci,Natl Univ Singapore"
10.1016/j.optcom.2015.12.065,"Chongqing Univ Posts & Telecommun,Dublin City Univ,North China Univ Water Resources & Elect Power,Sichuan Univ Sci & Engn,Southwest Jiaotong Univ"
10.1038/s41467-023-42901-3,"Swiss Fed Inst Technol,Max Planck Inst Sci Light,Univ Erlangen Nurnberg"
10.1103/PhysRevA.104.013703,Univ Maryland
10.1103/PhysRevX.14.011055,"Technion Israel Inst Technol,Univ Chicago"
10.1016/j.physc.2016.01.005,Univ Tsukuba
10.1103/PRXQuantum.4.040345,"Univ Calgary,Univ Oxford,Russian Quantum Ctr,Technol Innovat Inst,Univ Innsbruck,Alpine Quantum Technol GmbH,Austrian Acad Sci,Natl Univ Sci & Technol MISIS"
10.1103/PhysRevA.84.064301,Nanjing Univ
10.1088/1674-1056/24/9/090307,Xinjiang Normal Univ
10.1103/PRXQuantum.5.010307,"Univ Tokyo,RIKEN,Swiss Fed Inst Technol Lausanne EPFL,Ecole Polytech Fed Lausanne,Aalto Univ"
10.1103/PhysRevLett.130.267001,"Univ Maryland,Ecole Polytech Fed Lausanne"
10.1088/1367-2630/17/11/113019,"Raytheon BBN Technol,MIT,IBM TJ Watson Res Ctr"
10.1103/PhysRevB.100.134307,"Maynooth Univ,Dublin Inst Adv Studies"
10.1103/PhysRevLett.119.180501,IBM TJ Watson Res Ctr
10.1007/s11128-018-1979-6,King Khalid Univ
10.1103/PhysRevApplied.7.054025,"Tata Inst Fundamental Res,Univ Wisconsin,Univ Tokyo"
10.1103/PhysRevLett.107.150402,CSIC
10.1038/srep08621,"Natl Univ Singapore,Univ Basque Country,Basque Fdn Sci,Nanyang Technol Univ"
10.1103/PhysRevA.101.052332,Australian Natl Univ
10.1103/PhysRevApplied.16.054041,IBM TJ Watson Res Ctr
10.1038/s41467-022-31679-5,"Swiss Fed Inst Technol,Friedrich Alexander Univ Erlangen Nurnberg FAU"
10.1103/PhysRevA.109.062421,"China Acad Engn Phys,China Univ Min & Technol"
10.1016/j.micron.2022.103330,"Akita Prefectural Univ,Sabanci Univ"
10.1103/PhysRevA.89.023815,Macquarie Univ
10.1088/1361-6455/ac8eff,"Univ Sussex,Imperial Coll London,Universal Quantum Ltd"
10.1088/2040-8986/aad793,"IASBS,Univ Padua"
10.1007/s11433-012-4719-4,Wenzhou Univ
10.1103/PhysRevA.101.052328,Australian Natl Univ
10.1007/s10773-018-3802-7,Heilongjiang Bayi Agr Univ
10.1063/5.0019892,Univ Washington
10.1103/PhysRevB.104.224509,"Tokyo Univ Sci,RIKEN Ctr Quantum Comp RQC,Natl Inst Informat & Commun Technol"
10.1103/PhysRevB.104.085421,"Norwegian Univ Sci & Technol,Imec,Katholieke Univ Leuven"
10.1103/PhysRevLett.114.200501,IBM Corp
10.1103/PhysRevX.5.021027,"ETH,Univ Basque Country UPV EHU,Ikerbasque"
10.1038/s41586-024-07941-9,"Imec,Katholieke Univ Leuven"
10.1038/s41598-023-36547-w,"Waseda Univ,Adv ICT Inst,Tokyo Univ Sci,NTT Corp,Univ Tokyo"
10.1364/OME.9.002318,"Peking Univ,Collaborat Innovat Ctr Quantum Matter,Univ Sci & Technol China,CNR,Politecn Milan,Shanxi Univ"
10.1103/PhysRevA.102.043716,"Technion,UCL,Univ Surrey,Univ Waterloo,Alibaba Grp"
10.1126/sciadv.aaq0842,"Harvard Univ,Weizmann Inst Sci"
10.1103/PhysRevLett.105.060502,"Harvard Univ,Tech Univ Kaiserslautern"
10.1103/PRXQuantum.4.040321,"Russian Quantum Ctr,Natl Univ Sci & Technol MISIS,Moscow Inst Phys & Technol,Dukhov Res Inst Automatics VNIIA,Bauman Moscow State Tech Univ,Aalto Univ,Swiss Fed Inst Technol"
10.1038/s41567-023-02326-7,"Lawrence Berkeley Natl Lab,Univ Calif Berkeley,Korea Inst Sci & Technol KIST,Chapman Univ,Univ Rochester,Korea Univ"
10.1103/PhysRevApplied.14.064006,"Univ Colorado,NIST"
10.1364/OE.27.029639,South China Normal Univ
10.1038/s41467-017-01063-9,"Univ Oxford,RIKEN,Univ Michigan"
10.1103/PhysRevB.96.174502,"Chinese Acad Sci,Univ Chinese Acad Sci,Univ Calif Merced,Collaborat Innovat Ctr Quantum Matter"
10.1038/NPHYS1733,"Delft Univ Technol,Karlsruhe Inst Technol,RIKEN,Univ Michigan,Univ Waterloo"
10.1007/s11434-012-5112-4,Zhejiang Univ
10.1103/PhysRevA.98.013801,"US Army,Univ Chicago,Univ Massachusetts,Louisiana State Univ"
10.1007/s11434-013-5698-1,"Chinese Acad Sci,Univ Chinese Acad Sci,Univ Sci & Technol China,Natl Inst Informat & Commun Technol"
10.1103/PhysRevA.98.052304,Armenian Natl Acad Sci
10.1103/PhysRevApplied.11.024071,Univ Tokyo
10.1364/OL.43.000466,"Dalian Nationalities Univ,Hangzhou Normal Univ"
10.1103/PhysRevA.101.052337,"Dukhov Res Inst Automat VNIIA,Russian Quantum Ctr RQC,Natl Res Nucl Univ MEPhI,Russian Acad Sci"
10.1088/1361-6455/ac24ad,"Mohammed V Univ,Univ Ibn Tofail,Mohammed V Univ Rabat"
10.1364/OE.20.016145,"Univ Vienna,Inst Quantum Opt & Quantum Informat"
10.1038/s41567-020-0920-y,Swiss Fed Inst Technol
10.1063/5.0122003,KIT
10.1103/PhysRevB.98.174502,"Delft Univ Technol,Microsoft Corp,Univ Copenhagen"
10.1038/s41586-020-2529-9,"MIT,Chalmers Univ Technol,RIKEN Cluster Pioneering Res,Univ Michigan"
10.1103/PhysRevA.97.012119,South China Univ Technol
10.1109/TASC.2023.3340640,"Italys Natl Metrol Inst,Inst Appl Sci & Intelligent Syst,Leibniz Inst Photon Tech nol,Ruhr Univ Bochum,Univ Campania L Vanvitelli,CNR SPIN"
10.1038/s41598-023-31003-1,"Bauman Moscow State Tech Univ,Dukhov Automatics Res Inst VNIIA"
10.1007/s10909-019-02145-2,"Rhein Westfal TH Aachen,Univ Cologne,Univ Queensland"
10.1103/PhysRevA.107.042428,"Tsinghua Univ,Beijing Natl Res Ctr Informat Sci & Technol"
10.1103/PhysRevA.107.023710,"Univ Grenoble Alpes,ENS Lyon,CNRS,Chapman Univ,Univ Rochester,Sorbonne Univ,Nanyang Technol Univ"
10.1103/PhysRevApplied.18.024068,Univ Southern Calif
10.1088/1674-1056/27/6/063202,Nanjing Univ
10.1088/2058-9565/aac64e,Univ Durham
10.1016/j.ijleo.2019.02.009,Iran Univ Sci & Technol
10.1063/5.0202214,"Univ Paris Saclay,Thomas Jefferson Natl Accelerator Facil,Ecole Polytech"
10.1038/s41586-023-06846-3,"TJ Watson Res Ctr,IBM Quantum,IBM Deutschland Res & Dev,IBM Res Zurich,IBM Denmark"
10.1515/nanoph-2024-0485,"Univ Maryland Baltimore Cty,Natl Inst Stand & Technol,Theiss Res,Univ Maryland Coll Pk,Joint Quantum Inst"
10.1103/PhysRevB.105.L201104,"Univ Basque Country UPV EHU,Univ Basque Country,Basque Fdn Sci"
10.1103/PhysRevLett.123.050502,"Univ Sci & Technol China,Chinese Acad Sci,Univ Chinese Acad Sci,Beijing Computat Sci Res Ctr,RIKEN Cluster Pioneering Res,Lanzhou Univ,UCAS,Songshan Lake Mat Lab"
10.1109/TASC.2023.3253069,"Univ Milano Bicocca,Univ Colorado,Natl Inst Stand & Technol"
10.1103/PhysRevB.85.224505,"Univ Calif Berkeley,Karlsruhe Inst Technol,Univ Sherbrooke,Natl Inst Stand & Technol,Univ Maryland"
10.1038/s42005-020-00475-2,"Moscow Inst Phys & Technol,Royal Holloway Univ London,Ishlinsky Inst Problems Mech RAS,Moscow State Pedag Univ,Skolkovo Inst Sci & Technol,Natl Phys Lab"
10.1063/5.0023533,"Karlsruhe Inst Technol,Univ Glasgow,Natl Univ Sci & Technol MISIS,Russian Quantum Ctr"
10.1103/PhysRevApplied.22.014079,"Univ Bristol,Delft Univ Technol"
10.1049/cje.2016.11.004,"Huaihua Univ,Hunan Normal Univ"
10.1103/PhysRevA.85.022305,"Univ Sherbrooke,Univ Queensland,Univ Sydney,CEA Saclay,Univ Waterloo"
10.1007/s00723-021-01435-x,RAS
10.1103/PhysRevApplied.15.034070,"Royal Holloway Univ London,Natl Phys Lab"
10.1088/1402-4896/ac4b33,Chungbuk Natl Univ
10.1103/PhysRevApplied.16.024018,"Tata Inst Fdn Res,Univ Waterloo"
10.1063/5.0079321,"Fermi Natl Accelerator Lab FNAL,Rigetti Comp,NIST"
10.1126/sciadv.abe9492,"UCL,Chalmers Univ Technol,Univ Oxford,Stockholm Univ,Univ Surrey,Oxford Quantum Circuits Ltd"
10.1038/ncomms11183,Univ Sheffield
10.1103/PhysRevLett.110.047001,"CEA Saclay,Univ Waterloo,Univ Sherbrooke,Univ Laval,Univ Paris 06,Univ Sydney"
10.1007/s11467-021-1098-1,"Hangzhou Normal Univ,Shangrao Normal Univ"
10.1038/NPHYS3537,"Univ Maryland,Lab Phys Sci,Joint Quantum Inst,Ctr Nanophys & Adv Mat"
10.1103/PhysRevA.108.032615,"Nanjing Univ Posts & Telecommun,Jiangsu Univ Sci & Technol,Nanjing Univ,Hefei Natl Lab,Univ Sci & Technol China"
10.1103/PhysRevLett.121.030502,"Zhejiang Univ,Univ Sci & Technol China,Fuzhou Univ,Chinese Acad Sci,Univ Chinese Acad Sci"
10.1038/srep02139,"IFW Dresden,Florida State Univ,Tokyo Univ Agr & Technol,Cent Res Inst Elect Power Ind"
10.1021/acs.nanolett.7b00927,"Peking Univ,Chinese Acad Sci,Lund Univ"
10.1063/5.0129862,"VNIIA,Bauman Moscow State Tech Univ"
10.1038/s41467-022-35773-6,"Univ Pavia,Univ Grenoble Alpes,Univ Toronto,Ecole Polytech Fed Lausanne,Adv Fiber Resources Milan Srl,LIGENTEC SA,Univ Limoges,SOITEC SA"
10.22331/q-2021-06-29-487,"Swansea Univ,Honeywell Quantum Solut,Univ Complutense,Forschungszentrum Julich,Rhein Westfal TH Aachen"
10.1103/PhysRevA.108.023702,Univ Oklahoma
10.1103/PhysRevLett.105.250403,"Univ Basque Country,Basque Fdn Sci,Hungarian Acad Sci,Max Planck Inst Quantum Opt,Univ Munich,Leibniz Univ Hannover"
10.1103/PhysRevA.86.042334,"Pohang Univ Sci & Technol POSTECH,Natl Univ Singapore"
10.1140/epjd/e2010-10623-y,"Univ Basel,Univ London Imperial Coll Sci Technol & Med"
10.1002/andp.202100063,"Tiangong Univ,Space Engn Univ"
10.1038/s41467-024-45299-8,Nanjing Univ
10.1007/s10946-020-09883-9,"King Abdulaziz Univ,Taif Univ,Sohag Univ,Damanhour Univ,Univ Jordan"
10.1103/PRXQuantum.3.020363,"Univ Copenhagen,Ruhr Univ Bochum,Univ Iowa"
10.1038/s41534-022-00541-3,"Univ Geneva,Univ Cote Azur"
10.1038/s41928-020-00498-1,Rigetti Comp
10.1103/PhysRevB.94.014506,Yale Univ
10.1103/PhysRevA.110.052605,"Univ Toronto,Quantum Bridge Technol Inc,Univ Waterloo,Inst Quantum Comp,Ki3 Photon Technol"
10.1038/s41467-024-51161-8,"Cornell Univ,Univ Maryland,NTT Res Inc,MIT,Yale Univ"
10.1007/s11128-021-03279-7,Chungbuk Natl Univ
10.1103/PhysRevA.82.010301,"Tokyo Med & Dent Univ,Japan Sci & Technol Agcy,Hiroshima Univ,NEC Corp Ltd,RIKEN,Univ Tokyo"
10.1038/s41598-022-20853-w,"JPMorgan Chase,Univ Maryland"
10.1038/nature18949,"Yale Univ,INRIA Paris,PSL Res Univ"
10.1103/PhysRevA.110.032402,ORCA Comp
10.1103/PhysRevLett.119.180510,"Univ Vienna,Austrian Acad Sci,IASBS,Xi An Jiao Tong Univ"
10.1063/5.0028840,"Univ Chicago,Univ Calif Santa Barbara,Argonne Natl Lab,Google,Univ Claude Bernard,Univ Grenoble Alpes"
10.1088/1367-2630/14/5/053035,"Univ Catania,MATIS"
10.1088/0253-6102/57/2/07,Wenzhou Univ
10.1088/0953-2048/26/8/085010,"VTT Tech Res Ctr Finland,Aalto Univ"
10.1103/PhysRevB.101.134510,"Univ Sherbrooke,Princeton Univ"
10.1063/1.4820260,"Univ Maryland,Lab Phys Sci,Joint Quantum Inst,Ctr Nanophys & Adv Mat"
10.1063/5.0024124,CSIC
10.1038/s41534-020-00316-8,Max Planck Inst Quantum Opt
10.1103/PhysRevA.92.062322,"Tech Univ Darmstadt,KIT"
10.1103/PhysRevLett.131.176601,"Univ Melbourne,Univ Illinois"
10.1088/2058-9565/ac3621,"South China Normal Univ,Southern Univ Sci & Technol"
10.1088/0253-6102/55/5/08,"Jishou Univ,Huaihua Univ,Chinese Acad Sci"
10.1063/1.4995625,"Leibniz Inst Photon Technol,Novosibirsk State Tech Univ"
10.1103/PhysRevLett.107.117203,"Univ Zaragoza,Univ Barcelona"
10.1038/s41534-024-00906-w,Los Alamos Natl Lab
10.1038/s41467-024-47857-6,"Yale Univ,Brookhaven Natl Lab"
10.1103/PhysRevApplied.22.034035,"MIT,Harvard Univ"
10.1038/s41534-017-0046-y,"Delft Univ Technol,Indian Inst Sci"
10.1002/qute.202100019,South China Normal Univ
10.1103/PhysRevLett.133.080801,"NIST & Univ Maryland,Univ Wisconsin Madison,DEVCOM Army Res Lab,Princeton Univ"
10.1038/s41467-022-29940-y,"Univ Cologne,Rhein Westfal TH Aachen,Julich Aachen Res Alliance JARA,Forschungszentrum Julich"
10.1038/s41467-022-34372-9,"Univ Valencia,Westfalische Wilhelms Univ Munster,Univ Augsburg,Leibniz Inst Forsch Verbund Berlin eV,Tech Univ Munchen Munchen,Munich Ctr Quantum Sci & Technol MCQST,Tech Univ Munich"
10.1103/PhysRevA.92.012330,"Univ Calif,Beijing Computat Sci Res Ctr"
10.1103/PhysRevLett.112.170501,"Univ Calif Berkeley,Tata Inst Fundamental Res,Univ Calif Riverside,Sandia Natl Labs"
10.1088/2058-9565/aaa3a0,"Univ Wisconsin,Syracuse Univ,Saarland Univ,Hypres Inc,Raytheon BBN Technol"
10.1088/1367-2630/15/5/055008,"Univ Basque Country,UCL,Basque Fdn Sci"
10.1038/s41598-017-15190-2,"Aalto Univ,NIST,Univ Michigan"
10.1038/s41534-023-00712-w,"Northwest Univ,Chinese Acad Sci,Univ Chinese Acad Sci,Beijing Acad Quantum Informat Sci,Hefei Natl Lab,Songshan Lake Mat Lab,Peng Huanwu Ctr Fundamental Theory,Shaanxi Key Lab Theoret Phys Frontiers"
10.1103/PhysRevA.104.013302,"Univ Amsterdam,QuSoft"
10.1063/5.0166739,"Univ Tokyo,Natl Inst Quantum Sci & Technol QST,IBM Res Tokyo,Tohoku Univ"
10.1038/s41534-018-0099-6,"Univ Sci & Technol China,Beijing Computat Sci Res Ctr,Tsinghua Univ,Chinese Acad Sci,NTT Corp,Natl Inst Informat,Univ Chinese Acad Sci,Univ Sci & Technol China Hefei,Tsinghua Natl Lab Informat Sci & Technol TNList"
10.1088/1367-2630/17/5/053026,"Univ Konstanz,Univ Belgrade"
10.1103/PhysRevA.93.012301,IBM Corp
10.1103/PRXQuantum.5.030350,"Chalmers Univ Technol,VTT Tech Res Ctr Finland"
10.1016/j.physleta.2014.05.054,"Ludong Univ,Univ Sci & Technol China"
10.1103/PhysRevLett.117.010502,"Tsinghua Univ,Tata Inst Fundamental Res"
10.3390/e24060792,State Key Lab Math Engn & Adv Comp
10.1038/s41535-021-00310-z,"Karlsruhe Inst Technol,Ioffe Inst,Natl Univ Sci & Technol MISIS,Russian Quantum Ctr"
10.1103/PhysRevLett.128.180501,"Univ Sci & Technol China,Hefei Natl Lab"
10.1140/epjd/e2011-20086-3,Zhejiang Univ
10.1103/PhysRevX.8.031049,"Univ New South Wales,Purdue Univ,Univ Melbourne"
10.1088/1572-9494/abe4cb,Wenzhou Univ
10.1103/PhysRevA.110.043719,Univ Tokyo
10.35848/1882-0786/acc3d8,"Teikyo Univ,Natl Inst Adv Ind Sci & Technol"
10.1103/PhysRevLett.108.107001,Univ Grenoble 1
10.1103/PhysRevB.109.235427,"Inst Basic Sci IBS,Ewha Womans Univ,Politecn Milan,Paul Scherrer Inst PSI,Empa Swiss Fed Labs Mat Sci & Technol"
10.1103/PhysRevB.85.165124,"Stn Q Microsoft Res,Univ Maryland,Univ Calif Santa Barbara"
10.1103/PhysRevA.93.023824,"Tokyo Med & Dent Univ,RIKEN,NEC Corp Ltd,Univ Tokyo"
10.1103/PhysRevApplied.8.044003,"Syracuse Univ,IBM Corp"
10.1103/PhysRevLett.132.180601,Yale Univ
10.1103/PhysRevA.92.022320,"S China Normal Univ,Univ Hong Kong"
10.1038/s41534-018-0065-3,"Univ Maryland,Los Alamos Natl Lab,Dartmouth Coll"
10.1038/s41467-024-46519-x,"Forschungszentrum Julich,Rhein Westfal TH Aachen,ARQUE Syst GmbH"
10.1088/2058-9565/ab9591,Univ Georgia
10.1103/PhysRevApplied.7.044018,Yale Univ
10.1038/s41467-023-42447-4,"Univ Calif Los Angeles,Univ Tennessee,Natl Inst Stand & Technol NIST,Theiss Res Inc,Natl Yang Ming Chiao Tung Univ NYCU,Nanjing Univ Posts & Telecommun,Fibertek Inc,DEVCOM Army Res Lab,Beijing Acad Quantum Informat Sci"
10.1103/PhysRevLett.132.010601,"IBM Res Israel,Univ Paris Saclay"
10.1103/PhysRevLett.123.233602,"Natl Tsing Hua Univ,Natl Taiwan Univ,Chalmers Univ Technol,RIKEN Cluster Pioneering Res,Indian Inst Sci,Univ Macau,UMacau Zhuhai Res Inst,Natl Chiao Tung Univ,Univ Michigan"
10.1103/PhysRevB.82.144524,Nanjing Univ
10.1038/s41534-021-00469-0,"Univ Wisconsin,MIT"
10.1039/c7sc05464e,"Univ Valencia,Max Planck Inst Struct & Dynam Matter"
10.1002/pssr.202200398,Leibniz Inst Kristallzuchtung
10.1103/PhysRevA.81.062131,"Univ Basque Country,CSIC,Ikerbasque"
10.1038/s41467-020-18269-z,"IST Austria,Univ Calgary"
10.1103/PhysRevB.99.134508,Aarhus Univ
10.1103/PhysRevLett.131.120603,"Univ Copenhagen,TJ Watson Res Ctr,IBM Denmark"
10.1088/1367-2630/ab98d4,"Univ Chicago,Univ Copenhagen,Delft Univ Technol"
10.1103/PhysRevA.99.012325,Xi An Jiao Tong Univ
10.1021/acsnano.3c07752,"Penn State Univ,Penn State Abington,Auburn Univ,Shinshu Univ"
10.1088/2058-9565/ad36dc,"Zhejiang Univ,Hefei Natl Lab"
10.1063/1.5116109,Univ Waterloo
10.1088/1612-2011/13/12/125204,"Huazhong Univ Sci & Technol,Natl Inst Lasers & Optron"
10.1103/PhysRevA.93.062329,Univ Sci & Technol China
10.1093/ptep/ptv122,West Bengal State Univ
10.1103/PhysRevA.97.012321,"Fraunhofer Inst Appl Opt & Precis Engn,Albert Ludwigs Univ Freiburg"
10.1088/1367-2630/18/1/013020,"Univ Vienna,Univ Oxford,Gunma Univ"
10.1103/PhysRevA.101.042308,"Virginia Tech,Oak Ridge Natl Lab"
10.1063/5.0105942,"Southeast Univ,East China Jiaotong Univ,Yangtze Univ"
10.2478/s11772-010-0050-7,"CNR,Eindhoven Univ Technol,Ecole Polytech Fed Lausanne,Univ Lyon"
10.1103/PhysRevA.93.012323,Univ Tartu
10.1103/PRXQuantum.2.010321,"Swiss Fed Inst Technol,Purdue Univ,Norwegian Univ Sci & Technol"
10.1088/0256-307X/39/3/030302,"Univ Sci & Technol China,Shanghai Res Ctr Quantum Sci"
10.1103/PhysRevLett.114.200502,"Univ Calgary,Canadian Inst Adv Res,Univ Sci & Technol China"
10.1063/5.0055906,Lawrence Berkeley Natl Lab
10.1007/s11128-024-04498-4,Southwest Jiaotong Univ
10.1103/PhysRevLett.105.257003,"Univ Oulu,Aalto Univ,LD Landau Theoret Phys Inst"
10.1103/PhysRevLett.132.250604,"Southern Univ Sci & Technol,Int Quantum Acad SIQA"
10.1103/PhysRevD.105.102004,"Kyoto Univ,Natl Ctr Theoret Sci,Kobe Univ,Gunma Univ,Chapman Univ,JST PRESTO,Keio Univ,Univ Tokyo"
10.1103/PhysRevA.104.032223,"Int Iberian Nanotechnol Lab,Univ Porto"
10.1116/1.4798399,Chalmers
10.3762/bjnano.10.152,"Lomonosoy Moscow State Univ,All Russian Res Inst Automat,MTUCI,Lomonosov Moscow State Univ"
10.1103/PRXQuantum.2.030306,"Univ Chicago,Max Planck Inst Sci Light"
10.1103/PRXQuantum.5.030353,"IQM Quantum Comp,Ludwig Maximilians Univ Munchen,Univ Oxford"
10.1364/OE.18.020475,"Boston Univ,Univ Cent Florida,Univ Camerino,Columbia Univ"
10.1103/PhysRevB.90.075436,"Univ Grenoble Alpes,CNRS,Ruhr Univ Bochum"
10.1103/PhysRevApplied.5.024014,HRL Labs LLC
10.1002/qute.202000001,South China Normal Univ
10.1103/PhysRevB.95.241409,"Ben Gurion Univ Negev,NRCN,KIT,Natl Univ Sci & Technol MISIS"
10.1038/s41467-021-26868-7,Univ Chicago
10.1103/PhysRevA.110.012427,Brookhaven Natl Lab
10.1002/andp.201900613,Xuchang Univ
10.1103/PRXQuantum2.040204,Aarhus Univ
10.1007/s11467-022-1166-1,"Shangrao Normal Univ,Hangzhou Normal Univ"
10.1038/s41586-024-08449-y,"Google Res,Princeton Univ,Univ Massachusetts,Google DeepMind,Univ Calif Santa Barbara,Univ Connecticut,Auburn Univ,Harvard Univ,MIT,Univ Calif Riverside,Yale Univ,Swiss Fed Inst Technol"
10.1364/AOP.399081,"Univ Rochester,INRIA Paris,Stevens Inst Technol,Chapman Univ"
10.1038/s41566-021-00873-0,Toshiba Europe Ltd
10.1103/PhysRevB.98.075159,Univ Maryland
10.1038/s41467-020-16996-x,"CALTECH,Univ Sydney,Univ Colorado,NIST"
10.1103/PhysRevA.103.052430,"Indian Inst Technol,Univ Pittsburgh"
10.7566/JPSJ.88.094601,Univ Tokyo
10.1088/1674-1056/aba272,"Peking Univ,Collaborat Innovat Ctr Quantum Matter,Univ Texas Richardson,Univ Chinese Acad Sci"
10.1038/ncomms1392,"Univ Bristol,Univ Queensland,Cornell Univ,Univ Innsbruck"
10.22331/q-2018-09-03-90,"Univ Innsbruck,Univ Complutense,Ctr Computat Simulat,Austrian Acad Sci,Swansea Univ"
10.1038/s41586-021-03588-y,"Google LLC,Univ Calif Riverside,Univ Calif Santa Barbara,Johannes Kepler Univ Linz,Univ Texas Dallas,Univ Massachusetts,Univ Chicago,MIT,CALTECH,AWS Ctr Quantum Comp"
10.1364/OL.40.002221,"Hangzhou Normal Univ,E China Normal Univ"
10.1103/PhysRevA.109.042205,"Sun Yat Sen Univ,Quantum Sci Ctr Guangdong HongKong"
10.1126/science.abi9917,"Harvard Univ,Univ Chicago,MIT"
10.1088/1367-2630/aa9243,"Univ Surrey,Korea Inst Adv Study,Univ Oxford"
10.1080/15421406.2010.485118,"Univ Naples Federico 2,Univ Roma La Sapienza"
10.1080/14786435.2011.573816,"Univ Bahrain,Sohag Univ"
10.1103/PhysRevA.89.022317,"Univ Maryland,Natl Inst Stand & Technol,Univ British Columbia,Georgia Inst Technol,Duke Univ,Univ Michigan,Tsinghua Univ"
10.1103/PhysRevA.99.032108,"Univ Concepcion,Barcelona Inst Sci & Technol,ICREA"
10.1126/sciadv.1501531,"Griffith Univ,CNRS,Univ Bordeaux,Univ Queensland"
10.1038/s42005-022-00803-8,"Univ Chicago,Purdue Univ"
10.1088/0253-6102/56/1/17,"Hunan Inst Humanities Sci & Technol,Chinese Acad Sci"
10.1103/PhysRevC.108.064305,"Indian Inst Technol Roorkee,Univ British Columbia"
10.1088/1367-2630/13/1/013017,CALTECH
10.1364/OE.481974,Linkopings Univ
10.35848/1347-4065/acfde6,"Gusu Lab Mat,Chinese Acad Sci"
10.1103/PhysRevLett.132.100603,"Google Quantum AI,Univ Calif Riverside"
10.1109/TNS.2020.2986260,Univ Sci & Technol China
10.1063/1.4885836,Zhejiang Univ
10.3762/bjnano.14.92,"Lobachevsky State Univ Nizhni Novgorod,Russian Quantum Ctr,Lomonosov Moscow State Univ,Moscow Tech Univ Commun & Informat MTUCI,Natl Univ Sci & Technol MISiS"
10.1038/s41598-018-31896-3,"Korea Res Inst Stand & Sci,Korea Univ,Univ Sci & Technol"
10.1103/PhysRevA.101.010302,"Beijing Computat Sci Res Ctr,Nanjing Univ Sci & Technol,Southeast Univ,Jiangnan Univ,Univ Sci & Technol China CAS,Univ Sci & Technol China,Univ Calgary,Soochow Univ"
10.1016/j.rinp.2022.105999,Northwest A&F Univ
10.1038/s41598-019-40891-1,"Johns Hopkins Univ,MIT"
10.1038/s41534-022-00664-7,Fermilab Natl Accelerator Lab
10.1080/01468030.2019.1580802,Iran Univ Sci & Technol
10.1002/adma.202310280,"Ctr Funct Nanomat,Brookhaven Natl Lab,SUNY Stony Brook,Pacific Northwest Natl Lab,Princeton Univ,Natl Inst Stand & Technol"
10.1038/NPHOTON.2015.42,"Univ Tokyo,Tamagawa Univ,Univ Southampton,NTT Device Technol Labs,Univ Bristol"
10.1103/PhysRevLett.133.200201,"Henan Key Lab Quantum Informat & Cryptog,Univ libre Bruxelles ULB,S N Bose Natl Ctr Basic Sci,Barcelona Inst Sci & Technol"
