DOI,Institutions
10.1103/PhysRevLett.132.217001,"Yale Univ,Cornell Univ"
10.1088/2058-9565/ac107f,"Indian Inst Sci Educ & Res Thiruvananthapuram,Sandia Natl Labs"
10.1103/PhysRevApplied.22.034053,"Alice & Bob,CNRS,Univ Paris Cite"
10.1103/PhysRevX.10.041051,"MIT,Lab Phys Sci,Univ Maryland,Air Force Res Lab,Univ Texas El Paso"
10.1016/j.aej.2023.10.035,"Salman Farsi Univ Kazerun,Semnan Univ,Cairo Univ,JINR,Dubna State Univ,Moscow Inst Phys & Technol"
10.1134/S0021364018130143,"All Russia Res Inst Automat,Natl Res Nucl Univ MEPhI,Russian Acad Sci,Natl Res Univ"
10.1103/PhysRevB.94.104516,"Forschungszentrum Julich,Yale Univ,Rhein Westfal TH Aachen"
10.1007/s11128-012-0518-0,"Yanbian Univ,Dalian Univ Technol,Chungbuk Natl Univ"
10.1103/PhysRevX.14.041049,"Univ Calif Berkeley,Lawrence Berkeley Natl Lab,Univ Rochester,Chapman Univ,Yale Univ,Nord Quant"
10.1103/PhysRevA.88.054301,"Uppsala Univ,Natl Univ Singapore"
10.1103/PhysRevB.96.174520,"Rhein Westfal TH Aachen,Karlsruhe Inst Technol"
10.1007/s11128-021-03085-1,"Nanjing Univ Posts & Telecommun,Shanxi Univ,Nanjing Univ"
10.1103/PhysRevLett.126.047701,"Univ Copenhagen,Univ Calif Santa Barbara,Microsoft Quantum Mat Lab Copenhagen,Delft Univ Technol"
10.1103/PhysRevLett.121.043603,"Swiss Fed Inst Technol,Budapest Univ Technol & Econ,Univ Konstanz"
10.1103/PhysRevB.102.115422,"Royal Holloway Univ London,Natl Phys Lab,Skolkovo Inst Sci & Technol,Moscow Inst Phys & Technol"
10.1103/PhysRevLett.113.123601,"CEA Saclay,Forschungszentrum Julich"
10.1007/s11128-014-0734-x,"Zhejiang Univ Sci & Technol,Dalian Nationalities Univ,Hangzhou Normal Univ"
10.1103/PhysRevB.93.224518,"UNSW Canberra,Univ Queensland,Univ Western Australia"
10.1063/1.4896830,"Natl Univ Sci & Technol MISIS,RQC,Leibniz Inst Photon Technol IPHT,KIT"
10.1103/PhysRevA.104.053711,"Univ Regensburg,Barcelona Inst Sci & Technol BIST,Qilimanjaro Quantum Tech SL"
10.1103/PhysRevA.98.012329,"INRIA Paris,Yale Univ,Rigetti Comp"
10.1103/PhysRevB.104.205417,"Natl Cheng Kung Univ,Natl Ctr Theoret Sci"
10.1007/s11128-013-0664-z,"Al Azhar Univ,Assiut Univ"
10.1021/acs.nanolett.7b01602,"Russian Acad Sci,Moscow Inst Phys & Technol,Royal Holloway Univ London"
10.1088/1674-1056/ac0520,"Chinese Acad Sci,Univ Chinese Acad Sci,Songshan Lake Mat Lab,China Univ Geosci"
10.1063/5.0085467,"Univ Sci & Technol China,Alibaba Grp"
10.1038/s41467-024-44908-w,"Aalto Univ,VTT Tech Res Ctr Finland Ltd"
10.1103/PhysRevLett.105.237001,"Delft Univ Technol,Karlsruhe Inst Technol,CSIC,Univ Pais Vasco Euskal Herriko Unibertsitatea,Basque Fdn Sci"
10.1088/1367-2630/16/1/015017,"NEC Smart Energy Res Labs,RIKEN Ctr Emergent Matter Sci,Tokyo Med & Dent Univ,Univ Tokyo"
10.1103/PhysRevA.106.032608,"Guangxi Univ,City Univ Hong Kong,South China Normal Univ"
10.1002/pssb.201600640,"Microsyst & Terahertz Res Ctr CAEP,Nanjing Univ,Univ Sci & Technol China"
10.1063/1.3529457,"Karlsruhe Inst Technol,DFG CFN"
10.1063/5.0173539,"Univ Sci & Technol China,Chinese Acad Sci,Gusu Lab Mat"
10.1016/j.nima.2022.167716,"Univ Milano Bicocca,Sez Milano Bicocca,Univ Pisa,Sez Firenze,Univ Florence,Natl Res Council ISC CNR,Lab Nazl Frascati INFN"
10.1364/OE.27.027168,"Shangrao Normal Univ,Dalian Univ Thchnol,Shanxi Datong Univ"
10.1103/PhysRevA.97.052321,"Karlsruhe Inst Technol,Natl Univ Sci & Technol MISIS,Johannes Gutenberg Univ Mainz,Univ Saarland"
10.1103/PhysRevA.108.L060402,"VTT Tech Res Ctr Finland Ltd,Univ Calabria,INFN Grp Collegato Cosenza"
10.1038/srep16055,"IFF CSIC,Harvard Univ,Univ Southampton"
10.1007/s10773-011-1023-4,"Hunan Inst Sci & Technol,Hunan First Normal Univ,Hunan Normal Univ"
10.1038/s41598-022-21348-4,"Prince Sattam Bin Abdulaziz Univ,Assiut Univ,Univ Sharjah,Abu Dhabi Univ,Texas A&M Univ"
10.1103/PhysRevX.13.041022,"AWS Ctr Quantum Comp,CALTECH,Hebrew Univ Jerusalem"
10.35848/1347-4065/abe5bb,"IMEC,Katholieke Univ Leuven"
10.1038/srep00645,"Aalto Univ,Natl Inst Stand & Technol"
10.1088/2058-9565/acd9e6,"Lomonosov Moscow State Univ,Lobachevsky State Univ Nizhny Novgorod,Russian Quantum Ctr,Russia Natl Res Univ Higher Sch Econ"
10.1103/PhysRevB.93.024501,"Aalto Univ,SUNY Stony Brook"
10.1088/1367-2630/15/12/125007,"Lab Phys Sci,Univ Maryland"
10.1103/PhysRevA.97.032133,"Univ Turku,Aalto Univ Sch Sci,Aalto Univ"
10.1103/PhysRevA.91.062307,"Univ Kassel,Univ Calif Berkeley,Natl Univ Ireland,Dublin Inst Adv Studies,Univ Ulm"
10.1088/1367-2630/15/12/125027,"Zhejiang Univ,Toyota Technol Inst"
10.1088/1674-1056/26/4/047402,"Nanjing Univ,Nanjing Univ Sci & Technol"
10.1103/PhysRevB.108.064512,"Chinese Acad Sci,CAS Ctr Excellence Superconducting Elect,Univ Chinese Acad Sci,ShanghaiTech Univ"
10.1103/PhysRevApplied.20.024011,"Univ Massachusetts,Univ Maryland,Univ Wisconsin"
10.1103/PhysRevA.96.033804,"NL Dukhov All Russia Res Inst Automat,Natl Res Nucl Univ MEPhI,Russian Acad Sci,Moscow Inst Phys & Technol"
10.1103/PhysRevLett.127.020502,"South China Normal Univ,Univ Hong Kong"
10.1364/OE.19.019562,"Natl Inst Informat & Commun Technol,NEC Corp Ltd,Hokkaido Univ"
10.1007/s11128-021-03354-z,"Swiss Fed Inst Technol Lausanne EPFL,EPFL Innovat Pk"
10.1103/PhysRevApplied.19.024013,"Alibaba Grp,Alibaba Grp USA"
10.1103/PhysRevB.85.094502,"B Verkin Inst Low Temp Phys & Engn,RIKEN,Univ Michigan"
10.1109/TASC.2019.2908884,"Syracuse Univ,Univ Wisconsin,SeeQC Inc"
10.1103/PhysRevLett.114.010501,"MIT,Univ Oxford"
10.1103/PhysRevLett.109.033602,"CSIC,Univ Waterloo"
10.1063/5.0135219,"Univ Sci & Technol China,Origin Quantum Comp Co Ltd"
10.1038/ncomms8111,"Chinese Acad Sci,Zhejiang Univ,Southwest Univ Sci & Technol,Macquarie Univ,Univ Sci & Technol China"
10.1103/PhysRevA.108.052605,"Univ Fed Sao Carlos,Univ Fed Goias"
10.1103/PhysRevA.89.022324,"Univ Sherbrooke,Univ Laval,Univ Sydney,CEA Saclay"
10.1038/s41586-023-05784-4,"Southern Univ Sci & Technol,Tsinghua Univ,Fuzhou Univ,Beijing Acad Quantum Informat Sci,Hefei Natl Lab,Univ Sci & Technol China"
10.1134/S106378341909004X,"Lobachevsky State Univ Nizhny Novgorod,MTUCI,Dukhov All Russia Res Inst Automat VNIIA"
10.1016/j.scib.2023.06.030,"Univ Sci & Technol China,Shanghai Res Ctr Quantum Sci"
10.1063/5.0189377,"Nanjing Univ Sci & Technol,Army Engn Univ,Nanjing Univ"
10.1088/1674-1056/20/8/080307,"Nanjing Univ,SW Jiaotong Univ"
10.1103/PhysRevA.105.012616,"Southern Univ Sci & Technol,City Univ Hong Kong"
10.1103/PhysRevB.89.115417,"RIKEN,Univ Michigan"
10.1103/PhysRevB.98.024502,"Forschungszentrum Julich,Yale Univ"
10.1088/1674-1056/23/11/110303,"Jiangxi Normal Univ,Key Lab Photoelect & Telecommun Jiangxi Prov"
10.1103/PhysRevLett.105.023601,"CSIC,Delft Univ Technol,Univ Basque Country,Basque Fdn Sci"
10.1016/j.physe.2009.06.074,"Univ Augsburg,CSIC"
10.1103/PhysRevA.101.022321,"Univ Chicago,Northwestern Univ,Princeton Univ"
10.7566/JPSJ.88.061013,"Toshiba Co Ltd,Toshiba Memory Corp"
10.1103/PhysRevA.110.062620,"Univ Tokyo,Keio Univ,TCG CREST,Acad Sci & Innovat Res AcSIR,Phys Res Lab,Tokyo Inst Technol,RIKEN Ctr Quantum Comp RQC,Aalto Univ"
10.1103/PhysRevA.94.033850,"TU Wien,IFF CSIC"
10.1126/science.aab2179,"CEA Saclay,Comis Nacl Energia Atom"
10.1103/PRXQuantum.5.030347,"Univ Chicago,Stanford Univ,SLAC Natl Accelerator Lab"
10.1103/PhysRevApplied.21.054049,"Tokyo Med & Dent Univ,Natl Inst Adv Ind Sci & Technol"
10.1103/PhysRevB.86.100506,"IBM TJ Watson Res Ctr,Syracuse Univ"
10.1103/PhysRevLett.110.203602,"Univ Cambridge,Swiss Fed Inst Technol,Univ St Andrews"
10.1088/1361-6455/ac0c09,"Soochow Univ,Shanghai Univ,Shanghai Key Lab Astrophys"
10.1103/PhysRevA.96.032121,"CSIC,Harvard Univ,Univ Basque Country,Basque Fdn Sci"
10.1103/PhysRevLett.120.040505,"Univ Calif Berkeley,McGill Univ,Univ Chicago"
10.1103/PhysRevLett.113.063603,"Tech Univ Kaiserslautern,Univ Saarland"
10.1103/PhysRevA.90.062333,"CEA Saclay,Univ Sherbrooke,Canadian Inst Adv Res"
10.1038/s41586-022-04539-x,"Argonne Natl Lab,Lawrence Berkeley Natl Lab,NSF Inst Artificial Intelligence & Fundamental In,MIT,Univ Chicago,Natl High Magnet Field Lab,Florida State Univ,Washington Univ St Louis"
10.1038/s41567-020-0992-8,"Univ Sydney,Yale Univ,Univ Waterloo,Quantum Benchmark Inc"
10.1103/PhysRevX.14.011007,"Sorbonne Univ,Alice & Bob,Univ PSL Sorbonne Univ,Univ Paris Saclay,Google Quantum"
10.1103/PhysRevB.81.052505,"Univ Paris 06,Univ Paris 07,Rutgers State Univ,Univ Grenoble 1"
10.1038/nature12539,"Univ Calif Berkeley,Washington Univ"
10.1063/1.5063252,"Raytheon BBN Technol,NIST"
10.1103/PhysRevB.82.132501,"Nanjing Univ,Univ Kansas"
10.1103/PhysRevLett.106.077002,"Yale Univ,Northwestern Univ"
10.1103/PhysRevB.88.235401,"Univ Sherbrooke,CEGEP Granby Haute Yamaska"
10.1016/j.rinp.2023.107236,"Ain Shams Univ,Zewail City Sci Technol & Innovat,Univ Sharjah,Abu Dhabi Univ,Texas A&M Univ"
10.1038/s41567-024-02539-4,"Quantum Circuits Inc,Yale Univ,Natl Inst Stand & Technol"
10.1103/PhysRevLett.133.170601,"Southern Univ Sci & Technol,Int Quantum Acad,Hefei Natl Lab"
10.1103/PhysRevLett.114.090403,"Washington Univ,Univ Calif Berkeley,Aarhus Univ"
10.1209/0295-5075/110/40004,"Xi An Jiao Tong Univ,Texas A&M Univ"
10.1103/PhysRevB.109.174312,"Bayer Akad Wissensch,Tech Univ Munich,Munich Ctr Quantum Sci & Technol MCQST"
10.1103/PhysRevA.102.012606,"Shanxi Normal Univ,Harbin Inst Technol,Yanbian Univ"
10.1007/s10909-018-1875-6,"Dukhov Res Inst Automat VNIIA,Russian Acad Sci,Natl Res Nucl Univ MEPhI,Moscow Inst Phys & Technol,Natl Univ Sci & Technol MISIS"
10.1038/NPHYS1885,"Univ Calif Santa Barbara,NEC Corp Ltd"
10.1088/1367-2630/aac9e7,"Zhejiang Univ,Univ Sci & Technol China,Tsinghua Univ"
10.1063/5.0161893,"Univ Chicago,Argonne Natl Lab"
10.1063/1.4800585,"Karlsruhe Inst Technol,Natl Univ Sci & Technol MISIS,Russian Quantum Ctr"
10.1016/j.mejo.2019.02.011,"King Faisal Univ,Taif Univ,Sohag Univ,Al Azher Univ"
10.1016/j.apsusc.2023.157297,"Ames Natl Lab,Louisiana State Univ,Fermilab Natl Accelerator Lab,Rigetti Comp,Iowa State Univ"
10.1063/5.0177092,"Bauman Moscow State Tech Univ,Dukhov Automat Res Inst VNIIA"
10.1088/1367-2630/ab1431,"Karlsruhe Inst Technol,Tianjin Univ"
10.1103/PhysRevApplied.11.034030,"Zhejiang Univ,Univ Sci & Technol China"
10.1103/PhysRevA.90.023817,"Tsinghua Univ,RIKEN,Tsinghua Natl Lab Informat Sci & Technol TNList,Adam Mickiewicz Univ,Univ Michigan"
10.1038/s41567-021-01423-9,"Delft Univ Technol,Netherlands Org Appl Sci Res TNO,Forschungszentrum Juelich"
10.1103/PhysRevLett.121.183601,"NIST,Univ Colorado"
10.1103/PhysRevB.91.195434,"Univ Waterloo,TUBITAK Marmara Res Ctr,Delft Univ Technol,Microsoft Res"
10.1103/PhysRevB.82.094510,"Natl Inst Stand & Technol,Aalto Univ,Univ Colorado"
10.1103/PhysRevLett.122.080503,"Aalto Univ,QTF Ctr Excellence"
10.1038/s42005-021-00534-2,"Aalto Univ,Moscow Inst Phys & Technol,Terra Quantum AG"
10.1038/s41534-021-00484-1,"Rigetti Comp,NASA,USRA Res Inst Adv Comp Sci RIACS"
10.1103/PhysRevA.100.042334,"Griffith Univ,Dartmouth Coll,NanoAcad Technol"
10.1103/PhysRevA.96.043808,"Raytheon BBN Technol,Harvard Univ"
10.1103/PhysRevA.94.012314,"Univ Barcelona,Inst Ciencies Cosmos ICCUB"
10.1103/PhysRevB.93.094514,"Univ Basque Country UPV EHU,Univ Fed Sao Carlos,Basque Fdn Sci"
10.1142/S0219749910006630,"Univ Guadalajara,Los Alamos Natl Lab"
10.1038/s41598-024-65520-4,"Univ Estadual Piaui,Univ Estadual Campinas"
10.1103/PhysRevLett.107.240501,"Yale Univ,Univ Chicago,Univ Maryland,Raytheon BBN Technol"
10.1103/PhysRevB.93.104518,"Univ Waterloo,Univ Toronto,TUBITAK Marmara Res Ctr,Univ Innsbruck"
10.1007/s11433-024-2478-8,"Chinese Acad Sci,Univ Chinese Acad Sci"
10.1103/PhysRevLett.123.250501,"Yale Univ,Univ Sci & Technol China,Swiss Fed Inst Technol"
10.1038/s41534-024-00863-4,"Forschungszentrum Julich,Univ Cologne,Univ Bologna"
10.1007/s11433-023-2315-0,"Zhejiang Univ,Tencent Quantum Lab"
10.1103/PhysRevA.88.062329,"Univ Calgary,Univ Georgia,Univ Calif Santa Barbara,Univ Melbourne"
10.1038/s42005-022-01035-6,"Forschungszentrum Julich,Rhein Westfal TH Aachen,RIKEN Ctr Emergent Matter Sci,RIKEN"
10.1103/PhysRevA.97.013851,"Univ Paris Diderot,Univ Fed Sao Carlos,Univ Basque Country,IKERBASQUE,Shanghai Univ,BSC"
10.1103/PhysRevB.90.144504,"Univ Calif Riverside,Univ Calif Santa Barbara,SC Solut"
10.1126/science.1226897,"Yale Univ,Inst Natl Rech Informat & Automat Paris Rocquenco"
10.1103/PhysRevApplied.16.054051,"Univ Waterloo,Univ Calif Los Angeles"
10.1103/PhysRevLett.125.117701,"Univ Tokyo,RIKEN,Nord Quant"
10.1103/PhysRevB.83.180507,"Nanjing Univ,Univ Kansas"
10.1038/srep27836,"Univ Basque Country UPV EHU,IBM TJ Watson Res Ctr,Basque Fdn Sci"
10.1088/1361-6455/acc916,"Mohammed V Univ,Univ Ibn Tofail,Abdus Salam Int Ctr Theoret Phys ICTP"
10.1038/s41467-021-21982-y,"Univ Calif Santa Barbara,Google,Johannes Kepler Univ Linz,Univ Texas Dallas,Univ Calif Riverside"
10.1126/sciadv.adj8796,"Univ Massachusetts,Univ Chicago,Univ Maryland,Yale Univ"
10.1103/PRXQuantum.5.040326,"Swiss Fed Inst Technol,Univ Sherbrooke,Canadian Inst Adv Res"
10.1103/PhysRevB.94.165128,"Univ Illinois,Univ Wisconsin"
10.1126/science.aah5844,"MIT,Forschungszentrum Julich,Chalmers,Univ Calif Berkeley,RIKEN,Univ Tokyo"
10.1088/1367-2630/12/4/043047,"CNR,Univ Aquila,Univ Roma La Sapienza"
10.1103/PhysRevA.102.032610,"Shanxi Univ,Shandong Normal Univ,South China Normal Univ"
10.1038/s41598-018-26324-5,"Sun Yat sen Univ,Natl Inst Mat Sci,Shaoxing Univ"
10.1038/ncomms9757,"ETH,Karlsruhe Inst Technol,Weizmann Inst Sci"
10.1103/PhysRevApplied.20.034072,"Southern Univ Sci & Technol,Int Quantum Acad,Univ Fed Sao Carlos,Univ Cote Azur,Stockholm Univ,Beijing Acad Quantum Informat Sci"
10.1038/s41567-022-01784-9,"Zhejiang Univ,Chinese Acad Sci,Univ Leeds,Alibaba Zhejiang Univ Joint Res Inst Frontier Tec,QuEra Comp,Arizona State Univ"
10.1038/s41563-019-0350-3,"Karlsruhe Inst Technol,Natl Univ Sci & Technol MISIS"
10.1063/5.0208859,"Chinese Acad Sci,ShanghaiTech Univ,Univ Chinese Acad Sci"
10.1088/2058-9565/acb2f2,"Queens Univ,Univ Milan"
10.1103/PhysRevA.103.052426,"Tsinghua Univ,Nanyang Technol Univ,Zhongguancun Haihua Inst Frontier Informat Techno"
10.1103/PhysRevLett.118.210504,"Chinese Acad Sci,Zhejiang Univ,Univ Sci & Technol China,CAS Alibaba Quantum Comp Lab,Univ Chinese Acad Sci"
10.1007/s00220-023-04905-4,"Univ Lorraine,Forschungszentrum Julich,Delft Univ Technol"
10.1103/PRXQuantum.4.030327,"IBM Res Europe Zurich,Ecole Polytech Fed Lausanne,Univ Parma,INFN,INSTM"
10.1038/srep44251,"PLA Univ Sci & Technol,Beijing Computat Sci Res Ctr,Singapore Univ Technol & Design,Northeast Normal Univ"
10.1016/j.physc.2022.1354029,"Natl Inst Adv Ind Sci & Technol,Tokyo Univ Sci,Natl Inst Mat Sci"
10.1103/PhysRevA.102.053722,"Beijing Univ Technol,Jiangxi Prov Key Lab Precis Drive & Control,Hunan Normal Univ,RIKEN,Tsinghua Univ,Frontier Sci Ctr Quantum Informat,Chinese Acad Sci"
10.1063/5.0182642,"Seoul Natl Univ,Korea Res Inst Stand & Sci,Ulsan Natl Inst Sci & Technol UNIST,Samsung Elect"
10.1103/PhysRevApplied.5.044021,"Yale Univ,Karlsruhe Inst Technol"
10.1063/1.4873719,"Comenius Univ,Slovak Acad Sci,Leibniz Inst Photon Technol,Novosibirsk State Tech Univ"
10.1103/PhysRevLett.118.223604,"Tsinghua Univ,Fuzhou Univ,Tata Inst Fundamental Res,Univ Michigan"
10.1103/PhysRevX.10.011001,"Yale Univ,Quantum Circuits Inc,Atom Comp,Weizmann Inst Sci,Univ Chicago"
10.1088/2058-9565/ace2e5,"Univ Queensland,Ctr Math Sci,Barcelona Inst Sci & Technol"
10.1103/PhysRevA.92.052335,"Univ Paris Diderot,Univ Paris Saclay,Bar Ilan Univ,Univ Fed Rio de Janeiro"
10.1103/PhysRevA.104.032612,"Univ Wisconsin,Univ Grenoble Alpes,Microsoft Quantum,Univ New South Wales"
10.1103/PhysRevApplied.19.044076,"Univ Sci & Technol China,Origin Quantum Comp Co Ltd"
10.1103/PhysRevB.103.035430,"Rhein Westfal TH Aachen,Forschungszentrum Julich"
10.1038/ncomms5772,"Univ Surrey,Ben Gurion Univ Negev"
10.1103/PRXQuantum.3.010350,"NIST,Univ Colorado"
10.1063/5.0194276,"Skolkovo Inst Sci & Technol,Moscow Inst Phys & Technol,RIKEN,Natl Univ Sci & Technol MISIS,Russian Quantum Ctr,Tokyo Univ Sci"
10.1103/PhysRevX.10.011045,"Univ Grenoble Alpes,CSIC,Univ Mayor"
10.3390/e25040607,"Univ Insubria,Ist Nazl Fis Nucl,CNR,Inst Basic Sci IBS,Korea Univ Sci & Technol UST,NEST CNR Ist Nanosci"
10.1093/ptep/pts092,"Hangzhou Normal Univ,E China Normal Univ"
10.1038/s41467-019-11101-3,"IBM TJ Watson Res Ctr,NIST,Bluefors Oy"
10.1038/s42005-024-01790-8,"Heidelberg Univ,Friedrich Schiller Univ Jena,Karlsruher Inst Technol"
10.1103/PhysRevLett.116.110401,"Washington Univ,Aarhus Univ,Inst Mat Sci & Engn"
10.1038/s41534-018-0095-x,"Tsinghua Univ,China Acad Engn Phys,Univ Guelph,Univ Waterloo"
10.1088/0953-2048/27/8/084001,"Tulane Univ,Lab Phys Sci"
10.1103/PhysRevApplied.13.024015,"Karlsruhe Inst Technol,Natl Univ Sci & Technol MISIS,Univ Grenoble Alpes"
10.1103/PhysRevA.91.020302,"Univ Calgary,Univ Calif Santa Barbara,Univ Melbourne"
10.1103/PRXQuantum.4.030310,"Univ Wisconsin Madison,Syracuse Univ,Natl Inst Stand & Technol,Univ Colorado,Lawrence Livermore Natl Lab,Univ Calif Berkeley,Google Quantum"
10.1088/0256-307X/40/1/010301,"Tsinghua Univ,Beijing Natl Res Ctr Informat Sci & Technol"
10.1063/1.4935839,"Natl Acad Sci Ukraine,Southwest State Univ"
10.1103/PhysRevX.14.041050,"RIKEN Ctr Quantum Comp RQC,Toshiba Co Ltd,Univ Tokyo"
10.1103/PRXQuantum.2.030101,"Univ Copenhagen,Univ Colorado,Univ Sherbrooke,MIT,Northwestern Univ,Canadian Inst Adv Res,Princeton Univ,Univ Chicago"
10.1007/s11432-018-9703-y,"Sun Yat sen Univ,Univ Technol Sydney,Ctr Wiskunde & Informat,Res Ctr Quantum Software,Inst Quantum Comp"
10.1103/PhysRevA.108.063703,"Zhejiang Univ,Shanxi Univ,Ningbo Univ,Huazhong Normal Univ"
10.1021/acs.nanolett.4c00770,"Univ Basel,Univ Twente,Eindhoven Univ Technol"
10.1016/j.crhy.2016.07.009,"Univ Tokyo,RIKEN"
10.1063/10.0019690,"Univ Napoli Feder II,Consiglio Nazl Ric SPIN,Brookhaven Natl Lab,SEEQC EU,Consiglio Nazl Ric ISASI,SeeQC Inc,Yale Univ"
10.1103/PhysRevLett.132.047001,"Univ Chicago,Argonne Natl Lab"
10.1038/s41534-021-00491-2,"IBM Res Europe Zurich,IBM TJ Watson Res Ctr"
10.1038/s41467-020-20113-3,"Univ Melbourne,Monash Univ"
10.1016/j.ijleo.2015.12.099,"Jiangxi Normal Univ,Key Lab Photoelect & Telecommun Jiangxi Prov"
10.1103/PhysRevApplied.17.064003,"Aalto Univ,Chalmers Univ Technol"
10.1103/PhysRevApplied.16.064031,"Harbin Inst Technol,Zhengzhou Univ,Univ Nottingham,Shanxi Univ,Fuzhou Univ"
10.1038/ncomms2383,"Aalto Univ,Univ Oulu"
10.1103/PhysRevB.89.020503,"RIKEN,Univ Tokyo,MIT,Chalmers,NEC Smart Energy Res Labs"
10.1038/srep28622,"Fudan Univ,Beijing Computat Sci Res Ctr,Zhejiang Univ Sci & Technol,Tsinghua Univ"
10.1103/PhysRevLett.124.013601,"Zhejiang Univ,Chinese Acad Sci,Univ Chinese Acad Sci"
10.1038/s41467-017-01304-x,"IST Austria,CALTECH"
10.1103/PhysRevA.97.062336,"Shangrao Normal Univ,Univ Sci & Technol China,Hangzhou Normal Univ"
10.1016/j.physa.2021.126802,"Univ Fed Uberlandia,Univ Estadual Santa Cruz,Ctr Fed Educ Tecnol Minas Gerais"
10.1063/1.4871088,"Univ Wisconsin,Univ Calif Santa Barbara"
10.1016/j.ssc.2018.12.007,"Sohag Univ,Al Imam Mohammad Ibn Saud Islamic Univ IMSIU,Abdus Salam Int Ctr Theoret Phys"
10.1063/1.4739454,"Karlsruhe Inst Technol,DFG Ctr Funct Nanostruct CFN,Inst Photon Technol"
10.1103/PhysRevApplied.14.054033,"Princeton Univ,Northwestern Univ"
10.1016/j.physleta.2016.12.033,"NL Dukhov All Russia Res Inst Automat,Natl Res Nucl Univ MEPhI,Russian Acad Sci,Moscow Inst Phys & Technol,Natl Univ Sci & Technol MISIS"
10.1103/PhysRevA.94.022302,"Tsinghua Univ,Chinese Acad Sci"
10.1103/PhysRevX.13.041005,"Princeton Univ,Ctr Funct Nanomat"
10.1103/PhysRevA.99.052328,"CSIC,Univ Basque Country,Basque Fdn Sci,Shanghai Univ"
10.1103/PhysRevB.107.045105,"Univ Wurzburg,CNR SPIN,Univ Calif Berkeley,CNR"
10.1103/PhysRevLett.109.240504,"IBM TJ Watson Res Ctr,Raytheon BBN Technol"
10.1038/s41467-024-50333-w,"Tsinghua Univ,Hefei Natl Lab"
10.1103/PhysRevLett.133.060602,"ETH,Swiss Fed Inst Technol,Forschungszentrum Julich,Technol Innovat Inst"
10.1140/epjc/s10052-023-11199-2,"INFN,Sapienza Univ Roma,Gran Sasso Sci Inst,Queens Univ Kingston,Fermilab Natl Accelerator Lab,Univ Milano Bicocca,Rigetti Comp,NIST,Univ Colorado,Univ Colorado Boulder,Univ Florida,Northwestern Univ"
10.1103/PhysRevLett.117.210503,"NTT Corp,Natl Inst Informat & Commun Technol"
10.1103/PhysRevB.97.054513,"Forschungszentrum Julich,Rhein Westfal TH Aachen"
10.1103/PhysRevB.84.184510,"Max Planck Inst Kernphys,Texas A&M Univ"
10.1103/PhysRevA.102.022608,"Natl Univ Singapore,Univ Sydney"
10.1103/PhysRevApplied.16.054020,"Southern Univ Sci & Technol,Int Quantum Acad,Hefei Natl Lab"
10.3390/s19173635,"Natl Res Council CNR,Univ Campania L Vanvitelli"
10.1038/s41586-021-03257-0,"Univ Massachusetts,Northwestern Univ"
10.1103/PhysRevA.100.023845,"Ferdowsi Univ Mashhad,Isfahan Univ Technol"
10.1103/PhysRevX.10.021055,"Univ Chicago,Argonne Natl Lab,Univ Calif Santa Barbara,Univ Claude Bernard,Univ Grenoble Alpes,Google"
10.1103/PhysRevApplied.18.034057,"IBM TJ Watson Res Ctr,Univ Copenhagen"
10.1103/PhysRevLett.125.260502,"Swiss Fed Inst Technol,Univ Sherbrooke,Canadian Inst Adv Res,Yale Univ"
10.1103/PhysRevLett.109.080505,"Univ Waterloo,IBM Corp,Raytheon BBN Technol"
10.1088/1367-2630/16/11/113006,"Qatar Environm & Energy Res Inst,RIKEN"
10.1103/PhysRevB.105.104516,"Ruhr Univ Bochum,Natl Univ Sci & Technol MISIS,CNR"
10.1103/PhysRevLett.104.177205,"Yale Univ,Univ Basel,Univ Wurzburg"
10.1126/science.1208517,"Univ Calif Santa Barbara,NEC Corp Ltd,Univ Calif Riverside"
10.1088/1367-2630/ad19ac,"Univ Trieste,Ist Nazl Fis Nucl,Univ Tubingen,Univ Wien,Univ Hamburg"
10.1103/PhysRevApplied.21.044035,"Russian Quantum Ctr,Natl Univ Sci & Technol MISIS,Moscow Inst Phys & Technol"
10.1109/TNS.2019.2920337,"Univ Sci & Technol China,Ningbo Univ"
10.1063/5.0227281,"Nanjing Univ,Univ Sci & Technol China,Hangzhou Normal Univ,Hefei Natl Lab"
10.1007/s10773-013-1929-0,"King Saud Univ,Al Azher Univ,Assiut Univ"
10.21468/SciPostPhys.5.1.004,"Microsoft Res,CALTECH"
10.1038/s41598-023-39420-y,"Gusu Lab Mat,Chinese Acad Sci"
10.1103/PhysRevLett.124.240502,"Univ Chicago,Argonne Natl Lab,Univ Calif Santa Barbara,Univ Claude Bernard,Univ Grenoble Alpes,Google"
